"","open","high","low","close","volume","adjusted_close"
"2014-08-04",1.2564,1.2623,1.2552,1.2564,0,1.2564
"2014-08-05",1.26189,1.2628,1.25914,1.262,0,1.262
"2014-08-06",1.2595,1.2618,1.2571,1.25926,0,1.25926
"2014-08-07",1.25953,1.2597,1.2506,1.2595,0,1.2595
"2014-08-10",1.25123,1.2544,1.25095,1.2514,0,1.2514
"2014-08-11",1.25383,1.2584,1.25295,1.254,0,1.254
"2014-08-12",1.25697,1.2602,1.2468,1.25709,0,1.25709
"2014-08-13",1.2484,1.2497,1.2442,1.2484,0,1.2484
"2014-08-14",1.24849,1.2491,1.2448,1.2486,0,1.2486
"2014-08-17",1.2484,1.25212,1.24798,1.2485,0,1.2485
"2014-08-18",1.25137,1.2526,1.24548,1.2515,0,1.2515
"2014-08-19",1.2476,1.2539,1.2473,1.2474,0,1.2474
"2014-08-20",1.2518,1.2518,1.24834,1.2518,0,1.2518
"2014-08-21",1.2485,1.2525,1.24717,1.2484,0,1.2484
"2014-08-24",1.2538,1.2573,1.25307,1.2536,0,1.2536
"2014-08-25",1.2563,1.2568,1.2548,1.25624,0,1.25624
"2014-08-26",1.2563,1.2595,1.25577,1.2563,0,1.2563
"2014-08-27",1.2563,1.2596,1.2551,1.25623,0,1.25623
"2014-08-28",1.25794,1.2612,1.2565,1.25794,0,1.25794
"2014-08-31",1.26353,1.267,1.2634,1.2636,0,1.2636
"2014-09-01",1.265,1.2652,1.25674,1.26498,0,1.26498
"2014-09-02",1.2541,1.25515,1.2508,1.254,0,1.254
"2014-09-03",1.2517,1.265,1.25086,1.2517,0,1.2517
"2014-09-04",1.26,1.2623,1.2564,1.2597,0,1.2597
"2014-09-07",1.2519,1.2532,1.2438,1.2516,0,1.2516
"2014-09-08",1.2483,1.2526,1.24581,1.2484,0,1.2484
"2014-09-09",1.2458,1.2511,1.24,1.2457,0,1.2457
"2014-09-10",1.25398,1.2579,1.2536,1.2539,0,1.2539
"2014-09-11",1.2568,1.2585,1.2531,1.2572,0,1.2572
