Date,Open Price,Close Price,High Price,Low Price,Volume
07-May-2015,17412.08,17447.96,17469.47,17220.51,276595968
08-May-2015,17447.96,17935.93,18161.18,17447.96,408045760
11-May-2015,17935.93,17870.64,17984.77,17853.03,233577392
12-May-2015,17870.64,17689.23,17870.64,17587.96,256031232
13-May-2015,17689.23,17861.53,17887.33,17689.23,249407216
14-May-2015,17861.53,17929.33,17942.61,17764.90,210291216
15-May-2015,17929.33,18020.42,18049.20,17929.33,256721200
18-May-2015,18020.42,18022.21,18074.08,17972.85,196815920
19-May-2015,18022.21,18176.13,18197.48,18021.55,247748832
20-May-2015,18176.13,18135.53,18187.33,18099.18,250578368
21-May-2015,18135.53,18154.55,18155.55,18086.92,236639968
22-May-2015,18154.55,18192.69,18248.04,18153.51,209141792
26-May-2015,18192.69,18098.81,18205.44,18079.20,217222288
27-May-2015,18098.81,18237.47,18252.35,18074.70,345627808
28-May-2015,18237.47,18237.00,18241.59,18176.43,227180320
29-May-2015,18237.00,18154.42,18295.12,18120.54,289388096
01-Jun-2015,18154.42,18220.20,18256.44,18133.00,207257984
02-Jun-2015,18220.20,18220.31,18297.52,18137.33,224997344
03-Jun-2015,18220.31,18263.46,18393.16,18220.15,248371760
04-Jun-2015,18263.46,18090.42,18263.73,18050.44,247350896
05-Jun-2015,18090.42,17931.29,18090.42,17903.76,211508848
08-Jun-2015,17931.29,17878.43,17948.28,17878.43,200070368
09-Jun-2015,17878.43,17839.79,17927.47,17777.57,198472512
10-Jun-2015,17839.79,18030.13,18047.14,17825.12,267295808
11-Jun-2015,18030.13,18089.45,18140.54,18025.04,212219808
12-Jun-2015,18089.45,17949.09,18089.45,17885.94,313785728
15-Jun-2015,17949.09,17728.73,17949.82,17722.74,189788400
16-Jun-2015,17728.73,17736.19,17760.27,17579.09,199790928
17-Jun-2015,17736.19,17706.17,17820.03,17653.75,196189296
18-Jun-2015,17706.17,17678.90,17707.34,17531.14,219678128
19-Jun-2015,17678.90,17704.99,17764.10,17671.47,422708672
22-Jun-2015,17704.99,17906.29,17906.29,17704.99,222592976
23-Jun-2015,17906.29,17997.62,18016.48,17905.56,266096624
24-Jun-2015,17997.62,17924.78,18030.16,17873.16,255403600
25-Jun-2015,17924.78,17944.88,17983.35,17869.64,223553120
26-Jun-2015,17944.88,17822.33,17944.88,17800.62,193173776
29-Jun-2015,17822.33,17534.67,17822.33,17384.07,226435216
30-Jun-2015,17534.67,17531.50,17625.60,17403.36,249724576
01-Jul-2015,17531.50,17717.05,17752.49,17531.50,208074656
02-Jul-2015,17717.05,17686.02,17717.05,17657.23,203312768
03-Jul-2015,17686.02,17613.46,17686.02,17593.90,141517120
06-Jul-2015,17613.46,17443.28,17614.01,17432.19,176447216
07-Jul-2015,17443.28,17212.93,17469.63,17212.93,215739920
08-Jul-2015,17212.93,17112.86,17277.13,17100.36,253157616
09-Jul-2015,17112.86,17296.00,17327.73,17112.12,251858560
10-Jul-2015,17296.00,17486.27,17492.97,17296.00,226819296
13-Jul-2015,17486.27,17708.88,17708.88,17486.27,257384112
14-Jul-2015,17708.88,17642.40,17724.45,17562.00,198417344
15-Jul-2015,17642.40,17637.08,17656.97,17571.92,221795888
16-Jul-2015,17637.08,17765.37,17772.94,17637.08,196417664
17-Jul-2015,17765.37,17755.91,17794.82,17722.47,204474000
20-Jul-2015,17755.91,17781.42,17856.90,17736.89,186858208
21-Jul-2015,17781.42,17755.89,17818.50,17738.59,195642592
22-Jul-2015,17755.89,17645.65,17756.07,17633.49,205372368
23-Jul-2015,17645.65,17619.10,17714.96,17603.31,193671568
24-Jul-2015,17619.10,17499.11,17642.45,17490.88,212210256
27-Jul-2015,17499.11,17267.56,17506.58,17267.56,215766112
28-Jul-2015,17267.56,17387.89,17413.01,17267.38,229985008
29-Jul-2015,17387.89,17512.81,17532.19,17387.23,269683072
30-Jul-2015,17512.81,17521.00,17636.88,17437.38,235993680
31-Jul-2015,17521.00,17677.40,17677.40,17521.00,269427488
03-Aug-2015,17677.40,17670.11,17683.83,17590.74,203412624
04-Aug-2015,17670.11,17734.43,17740.11,17630.31,218476736
05-Aug-2015,17734.43,17775.08,17775.08,17676.59,220344928
06-Aug-2015,17775.08,17745.84,17777.60,17702.23,212384784
07-Aug-2015,17745.84,17655.83,17747.49,17655.83,204960768
10-Aug-2015,17655.83,17760.88,17760.88,17569.54,196492272
11-Aug-2015,17760.88,17666.96,17760.99,17660.40,212224224
12-Aug-2015,17666.96,17438.09,17666.96,17369.84,261877120
13-Aug-2015,17438.09,17595.47,17622.70,17437.92,230666336
14-Aug-2015,17595.47,17620.93,17689.57,17595.47,185041952
17-Aug-2015,17620.93,17608.89,17692.01,17542.44,158980800
18-Aug-2015,17608.89,17616.94,17639.48,17580.08,179151088
19-Aug-2015,17616.94,17398.55,17616.94,17398.55,209809344
20-Aug-2015,17398.55,17239.37,17399.21,17223.03,254960912
21-Aug-2015,17239.37,16876.60,17239.37,16876.60,243620192
24-Aug-2015,16876.60,16214.28,16876.60,15963.42,340232512
25-Aug-2015,16214.28,16721.55,16754.29,16213.56,308905440
26-Aug-2015,16721.55,16601.31,16811.88,16440.46,283605216
27-Aug-2015,16601.31,16921.95,16944.17,16601.31,260025024
28-Aug-2015,16921.95,17106.36,17106.36,16880.83,244614816
01-Sep-2015,17106.36,16840.36,17106.36,16783.86,266483712
02-Sep-2015,16840.36,16885.73,16954.17,16794.68,239656512
03-Sep-2015,16885.73,17087.24,17110.03,16885.73,237758112
04-Sep-2015,17087.24,16808.02,17087.24,16808.02,201333104
07-Sep-2015,16808.02,16842.52,16928.54,16804.37,176466656
08-Sep-2015,16842.52,17000.28,17068.40,16842.52,240387456
09-Sep-2015,17000.28,17153.28,17244.08,17000.28,243427904
10-Sep-2015,17153.28,17020.06,17153.28,17006.65,220162128
11-Sep-2015,17020.06,16968.40,17048.64,16946.99,166542272
14-Sep-2015,16968.40,16925.69,17072.86,16901.93,156561408
15-Sep-2015,16925.69,16961.84,16990.94,16819.52,207800112
16-Sep-2015,16961.84,17061.97,17090.57,16961.84,195135888
17-Sep-2015,17061.97,17043.45,17101.69,17006.88,194215872
18-Sep-2015,17043.45,16950.73,17044.68,16885.37,397346304
21-Sep-2015,16950.73,16893.31,17009.86,16877.15,169131008
22-Sep-2015,16893.31,16529.98,16901.80,16529.98,232792768
23-Sep-2015,16529.98,16659.85,16702.84,16480.59,213753648
24-Sep-2015,16659.85,16514.53,16726.45,16489.56,214868544
25-Sep-2015,16514.53,16799.87,16831.44,16514.53,203104080
28-Sep-2015,16799.87,16614.16,16800.77,16614.16,176668848
29-Sep-2015,16614.16,16442.49,16614.16,16435.66,208126624
30-Sep-2015,16442.49,16683.02,16683.02,16442.49,223455568
01-Oct-2015,16683.02,16763.65,16894.21,16683.02,218489232
02-Oct-2015,16763.65,16796.08,16893.72,16698.00,185481184
05-Oct-2015,16796.08,17110.28,17110.28,16796.08,202826000
06-Oct-2015,17110.28,17132.82,17147.93,17040.61,212188256
07-Oct-2015,17132.82,17031.22,17205.07,17007.73,256580256
08-Oct-2015,17031.22,17003.81,17047.94,16932.91,254283680
09-Oct-2015,17003.81,17085.92,17153.84,17003.81,247128336
12-Oct-2015,17085.92,16986.95,17088.89,16960.38,191862000
13-Oct-2015,16986.95,16898.03,17003.77,16869.78,195407216
14-Oct-2015,16898.03,16811.51,16898.03,16786.21,183929584
15-Oct-2015,16811.51,16949.50,16949.79,16811.51,195553664
16-Oct-2015,16949.50,16892.70,17069.24,16881.80,205831344
19-Oct-2015,16892.70,16917.34,16973.82,16870.97,167612352
20-Oct-2015,16917.34,16984.03,16999.66,16916.53,192355776
21-Oct-2015,16984.03,17036.68,17089.08,16929.92,225197936
22-Oct-2015,17036.68,17044.54,17044.54,16914.26,268949824
23-Oct-2015,17044.54,17240.70,17258.56,17044.54,304225472
26-Oct-2015,17240.70,17178.66,17240.70,17171.04,212841856
27-Oct-2015,17178.66,17045.17,17178.66,17045.17,205096352
28-Oct-2015,17045.17,17143.95,17150.44,17008.68,220217664
29-Oct-2015,17143.95,17114.41,17147.60,17070.53,234587056
30-Oct-2015,17114.41,17117.21,17160.03,17084.87,211538128
02-Nov-2015,17117.21,17167.40,17178.38,17064.34,171377760
03-Nov-2015,17167.40,17188.95,17209.89,17159.32,197241584
04-Nov-2015,17188.95,17182.50,17275.05,17166.34,237530432
05-Nov-2015,17182.50,17117.13,17203.11,17094.33,235447488
06-Nov-2015,17117.13,17165.92,17219.17,17099.07,221300256
09-Nov-2015,17165.92,17112.65,17245.51,17092.94,226912832
10-Nov-2015,17112.65,17039.82,17186.64,16994.57,225487808
11-Nov-2015,17039.82,17101.77,17163.49,17039.78,228783712
12-Nov-2015,17101.77,16869.50,17102.44,16844.39,234030352
13-Nov-2015,16869.50,16775.63,16869.58,16722.16,201144272
16-Nov-2015,16775.63,16844.38,16844.38,16679.08,194332992
17-Nov-2015,16844.38,17084.79,17084.79,16843.08,266257200
18-Nov-2015,17084.79,17089.09,17094.79,17014.76,241519280
19-Nov-2015,17089.09,17144.72,17197.54,17088.09,228240784
20-Nov-2015,17144.72,17189.11,17189.11,17113.55,210212048
23-Nov-2015,17189.11,17106.91,17190.61,17097.65,210782160
24-Nov-2015,17106.91,16949.97,17130.05,16857.71,265332176
25-Nov-2015,16949.97,17111.31,17120.91,16947.94,225776352
26-Nov-2015,17111.31,17216.40,17216.40,17104.61,166973280
27-Nov-2015,17216.40,17265.10,17265.10,17150.57,189298944
30-Nov-2015,17265.10,17420.70,17420.70,17227.99,353011840
01-Dec-2015,17420.70,17516.76,17532.12,17405.48,244695040
02-Dec-2015,17516.76,17553.92,17584.68,17516.70,223834432
03-Dec-2015,17553.92,17391.87,17641.62,17391.87,268066720
04-Dec-2015,17391.87,17366.94,17392.50,17296.79,202697984
07-Dec-2015,17366.94,17356.10,17467.75,17352.26,216712912
08-Dec-2015,17356.10,17191.90,17391.77,17155.64,214087632
09-Dec-2015,17191.90,17139.85,17247.26,17110.64,241136752
10-Dec-2015,17139.85,17080.25,17141.08,17051.94,212590176
11-Dec-2015,17080.25,16877.29,17080.25,16877.29,236618608
14-Dec-2015,16877.29,16772.57,16955.70,16772.57,230795152
15-Dec-2015,16772.57,16999.56,17028.63,16772.57,233835456
16-Dec-2015,16999.56,17075.94,17089.52,16999.56,221027984
17-Dec-2015,17075.94,17177.28,17273.46,17075.94,240944880
18-Dec-2015,17177.28,17105.87,17206.10,17085.44,367478528
21-Dec-2015,17105.87,17076.86,17206.19,17072.68,168859008
22-Dec-2015,17076.86,17166.18,17187.99,17063.21,148796368
23-Dec-2015,17166.18,17391.88,17403.67,17166.18,182170160
24-Dec-2015,17391.88,17415.10,17424.91,17391.88,32881550
29-Dec-2015,17415.10,17569.39,17569.39,17395.71,144066960
30-Dec-2015,17569.39,17519.67,17569.39,17469.50,121609824
31-Dec-2015,17519.67,17429.82,17519.68,17417.97,50014596
04-Jan-2016,17429.82,17122.15,17431.78,17082.68,239852528
05-Jan-2016,17122.15,17205.03,17223.04,17101.06,232389840
06-Jan-2016,17205.03,17058.98,17205.57,16953.64,282537728
07-Jan-2016,17058.98,16792.22,17058.98,16634.31,292314624
08-Jan-2016,16792.22,16732.66,16948.75,16732.66,238436672
11-Jan-2016,16732.66,16658.32,16746.34,16643.66,264464480
12-Jan-2016,16658.32,16687.91,16806.77,16658.32,302037504
13-Jan-2016,16687.91,16695.77,16812.65,16673.58,320446720
14-Jan-2016,16695.77,16413.27,16696.30,16326.90,356740064
15-Jan-2016,16413.27,16160.60,16472.49,16082.39,319940352
18-Jan-2016,16160.60,15958.81,16225.28,15952.32,265644032
19-Jan-2016,15958.81,16114.56,16192.38,15958.81,271687616
20-Jan-2016,16114.56,15641.01,16114.56,15603.13,293270176
21-Jan-2016,15641.01,15833.56,15847.03,15635.93,307501920
22-Jan-2016,15833.56,16127.99,16134.60,15833.56,271055296
25-Jan-2016,16127.99,16146.98,16198.49,16070.48,208637968
26-Jan-2016,16146.98,16179.02,16190.94,15945.10,249909568
27-Jan-2016,16182.86,16280.98,16280.98,16105.38,241619104
28-Jan-2016,16280.98,16196.55,16347.24,16136.35,306007840
29-Jan-2016,16196.55,16487.72,16487.72,16196.55,305751936
01-Feb-2016,16487.72,16489.26,16562.18,16373.22,246352352
02-Feb-2016,16489.26,16299.68,16491.74,16228.84,283242304
03-Feb-2016,16299.68,15992.42,16300.98,15896.44,287413216
04-Feb-2016,15992.42,16086.73,16156.42,15913.27,283518656
05-Feb-2016,16086.73,16002.28,16251.96,16002.28,288594368
08-Feb-2016,16002.28,15497.99,16023.80,15471.87,302867488
09-Feb-2016,15497.99,15316.93,15566.02,15203.90,313758048
10-Feb-2016,15316.93,15512.54,15644.59,15316.71,262458688
11-Feb-2016,15512.54,15178.80,15512.54,15142.31,291262912
12-Feb-2016,15178.80,15431.31,15462.37,15175.60,313596448
15-Feb-2016,15431.31,15728.10,15764.08,15431.31,261188912
16-Feb-2016,15728.10,15702.29,15822.98,15648.28,246696720
17-Feb-2016,15702.29,16156.33,16161.68,15699.01,268507424
18-Feb-2016,16156.33,16176.75,16242.73,16095.60,261465680
19-Feb-2016,16176.75,16158.06,16225.37,16069.16,209667120
22-Feb-2016,16158.06,16288.80,16350.87,16158.06,185586464
23-Feb-2016,16288.80,16229.20,16336.58,16209.24,252040272
24-Feb-2016,16229.20,16117.50,16230.05,16061.19,304737632
25-Feb-2016,16117.50,16399.07,16435.58,16117.50,250473888
26-Feb-2016,16399.07,16567.04,16604.40,16399.07,235473760
29-Feb-2016,16567.04,16603.08,16603.08,16445.46,340642208
01-Mar-2016,16603.08,16789.49,16789.49,16603.08,291192960
02-Mar-2016,16789.49,16728.97,16880.62,16672.92,273395392
03-Mar-2016,16728.97,16745.64,16799.18,16672.16,266801888
04-Mar-2016,16745.64,16931.19,16932.70,16745.64,281418912
07-Mar-2016,16931.19,16831.43,16983.04,16795.21,246962496
08-Mar-2016,16831.43,16654.03,16831.81,16639.95,247255840
09-Mar-2016,16654.03,16591.61,16656.93,16564.52,262422544
10-Mar-2016,16591.61,16385.16,16712.95,16385.16,310490496
11-Mar-2016,16385.16,16595.25,16617.88,16385.16,234425824
14-Mar-2016,16595.25,16693.10,16733.39,16595.06,198054656
15-Mar-2016,16693.10,16634.76,16698.80,16618.91,248895376
16-Mar-2016,16634.76,16752.80,16789.93,16634.76,283933504
17-Mar-2016,16752.80,16849.01,16875.56,16673.11,273839744
18-Mar-2016,16849.01,16901.32,16948.10,16829.33,692927232
21-Mar-2016,16901.32,16862.83,16975.69,16833.24,266554768
22-Mar-2016,16862.83,16903.93,16903.93,16732.06,249926464
23-Mar-2016,16903.93,16864.64,16955.41,16836.07,248711936
24-Mar-2016,16864.64,16674.35,16865.31,16670.98,222964464
29-Mar-2016,16674.35,16756.32,16756.32,16669.73,198421712
30-Mar-2016,16756.32,16974.95,16994.19,16756.32,221344592
31-Mar-2016,16974.95,16926.12,16977.71,16885.17,222405728
01-Apr-2016,16926.12,16843.68,16926.12,16723.84,227488752
04-Apr-2016,16843.68,16845.64,16908.83,16813.74,198503664
05-Apr-2016,16845.64,16725.59,16845.64,16689.73,204823168
06-Apr-2016,16725.59,16866.11,16872.83,16725.59,202264352
07-Apr-2016,16866.11,16714.23,16920.58,16692.21,209331360
08-Apr-2016,16714.23,16829.72,16875.93,16702.86,202247120
11-Apr-2016,16829.72,16778.81,16858.10,16760.70,180462544
12-Apr-2016,16778.81,16795.30,16795.30,16706.18,204878592
13-Apr-2016,16795.30,17047.96,17047.96,16794.49,241537248
14-Apr-2016,17047.96,17001.40,17071.23,16975.92,216679312
15-Apr-2016,17001.40,16910.82,17038.39,16883.61,219744096
18-Apr-2016,16910.82,16889.75,16924.85,16776.74,195277056
19-Apr-2016,16889.75,17044.25,17115.32,16889.03,262225680
20-Apr-2016,17044.25,17017.98,17046.62,16963.12,230229616
21-Apr-2016,17017.98,16979.44,17048.13,16925.77,236237104
22-Apr-2016,16979.44,16871.46,16983.17,16866.36,871408640
25-Apr-2016,16871.46,16965.68,17000.16,16853.37,195179664
26-Apr-2016,16965.68,16945.49,17011.08,16922.22,212273808
27-Apr-2016,16945.49,17083.71,17104.24,16929.94,223147488
28-Apr-2016,17083.71,17066.45,17083.71,16950.81,242334256
29-Apr-2016,17066.45,16801.55,17066.90,16801.55,308130592
03-May-2016,16801.55,16730.09,16852.66,16718.19,285400640
04-May-2016,16730.09,16659.44,16732.84,16628.61,223875456
05-May-2016,16659.44,16661.70,16768.12,16635.93,212663712
06-May-2016,16661.70,16648.76,16711.64,16583.71,219837824
09-May-2016,16648.76,16687.06,16793.08,16648.76,226106176
10-May-2016,16687.06,16724.42,16811.60,16681.25,219136560
11-May-2016,16724.42,16720.75,16737.71,16662.35,213580096
12-May-2016,16720.75,16659.87,16778.29,16631.80,227148624
13-May-2016,16659.87,16650.30,16659.87,16547.69,425323296
16-May-2016,16650.30,16699.32,16703.51,16611.77,155412592
17-May-2016,16699.32,16845.08,16897.26,16699.32,213027568
18-May-2016,16845.08,16881.24,16881.39,16739.82,243721216
19-May-2016,16881.24,16730.11,16881.51,16706.00,264238704
20-May-2016,16730.11,16922.06,16922.06,16730.11,238138416
23-May-2016,16922.06,17031.74,17053.39,16908.51,242282080
24-May-2016,17031.74,17135.67,17135.67,16954.91,229981824
25-May-2016,17135.67,17232.64,17260.33,17135.08,249301328
26-May-2016,17232.64,17192.83,17255.78,17161.98,212599488
27-May-2016,17192.83,17232.26,17232.26,17164.77,185363104
31-May-2016,17232.26,17184.73,17260.97,17176.92,313374848
01-Jun-2016,17184.73,17061.47,17185.33,16997.73,232155408
02-Jun-2016,17061.47,17076.26,17077.89,16969.54,214509424
03-Jun-2016,17076.26,17067.93,17163.10,16993.98,233091104
06-Jun-2016,17067.93,17181.76,17220.52,17024.99,210248928
07-Jun-2016,17181.76,17195.38,17292.84,17177.79,224500112
08-Jun-2016,17195.38,17177.85,17231.69,17128.46,225561904
09-Jun-2016,17177.85,17111.59,17178.94,17043.12,207966848
10-Jun-2016,17111.59,16827.45,17112.24,16800.64,241433168
13-Jun-2016,16827.45,16574.22,16827.45,16574.22,226826384
14-Jun-2016,16574.22,16232.25,16574.64,16232.25,274924896
15-Jun-2016,16232.25,16298.32,16380.25,16232.25,264427504
16-Jun-2016,16298.32,16032.04,16298.32,16012.22,326807040
17-Jun-2016,16032.04,16422.04,16448.28,16032.04,543306688
20-Jun-2016,16422.04,16959.11,17010.45,16422.04,285501888
21-Jun-2016,16959.11,16980.31,16986.99,16860.05,245593376
22-Jun-2016,16980.31,17043.54,17085.29,16868.44,255468384
23-Jun-2016,17043.54,17333.51,17389.37,17043.54,279202560
24-Jun-2016,17333.51,16088.05,17333.51,15209.81,656586816
27-Jun-2016,16088.05,14967.86,16088.05,14951.64,586329792
28-Jun-2016,14967.86,15503.06,15560.23,14967.86,442292384
29-Jun-2016,15503.06,16002.90,16002.90,15503.06,438718240
30-Jun-2016,16002.90,16271.07,16271.07,15885.58,391946656
01-Jul-2016,16271.07,16465.49,16477.99,16103.91,307605728
04-Jul-2016,16465.49,16116.70,16526.94,16102.43,251379104
05-Jul-2016,16116.70,15734.68,16140.79,15646.79,372083456
06-Jul-2016,15734.68,15669.71,15736.44,15496.04,403147200
07-Jul-2016,15669.71,15898.81,15994.67,15669.71,331490240
08-Jul-2016,15898.81,16177.75,16204.92,15826.42,285068640
11-Jul-2016,16177.75,16706.39,16745.22,16177.75,299098496
12-Jul-2016,16706.39,16807.07,16935.77,16705.57,310814016
13-Jul-2016,16807.07,16751.02,16867.75,16725.81,289484384
14-Jul-2016,16751.02,16788.04,16907.41,16695.09,352727104
15-Jul-2016,16788.04,16727.27,16788.04,16565.50,212300448
18-Jul-2016,16727.27,16867.66,16952.76,16711.42,210352720
19-Jul-2016,16867.66,16906.26,16948.84,16755.45,209076224
20-Jul-2016,16906.26,17018.89,17087.03,16887.81,244393568
21-Jul-2016,17018.89,17047.42,17092.23,16876.99,255456384
22-Jul-2016,17047.42,16983.46,17086.15,16950.54,236014352
25-Jul-2016,16983.46,17090.98,17162.42,16983.46,237583552
26-Jul-2016,17090.98,17069.10,17131.28,17007.27,214230080
27-Jul-2016,17069.10,17265.91,17362.07,17067.99,262208736
28-Jul-2016,17265.91,17252.33,17390.68,17237.41,336394368
29-Jul-2016,17252.33,17282.88,17296.97,17179.83,286322176
01-Aug-2016,17282.88,17139.21,17370.36,17139.21,247809376
02-Aug-2016,17139.21,17063.01,17168.17,16906.36,269753248
03-Aug-2016,17063.01,16997.13,17081.73,16932.52,236355328
04-Aug-2016,16997.13,17244.32,17293.45,16964.45,309614784
05-Aug-2016,17244.32,17465.35,17483.77,17242.59,261854304
08-Aug-2016,17465.35,17557.74,17648.99,17464.61,259498928
09-Aug-2016,17557.74,17687.40,17690.66,17546.23,256180288
10-Aug-2016,17687.40,17699.68,17738.02,17629.48,293403680
11-Aug-2016,17699.68,17807.56,17807.56,17573.98,271842400
12-Aug-2016,17807.56,17921.38,17946.85,17802.52,251697152
15-Aug-2016,17921.38,17929.27,17961.20,17888.73,204365024
16-Aug-2016,17929.27,17808.50,18012.64,17808.50,220032752
17-Aug-2016,17808.50,17758.68,17876.77,17746.72,223209104
18-Aug-2016,17758.68,17871.04,17880.37,17745.00,215684896
19-Aug-2016,17871.04,17874.10,17888.43,17826.68,198196080
22-Aug-2016,17874.10,17872.08,17934.44,17805.46,183406288
23-Aug-2016,17872.08,17982.50,18031.35,17871.80,248110528
24-Aug-2016,17982.50,18014.65,18055.38,17887.33,214135712
25-Aug-2016,18014.65,17882.85,18015.47,17825.48,252190272
26-Aug-2016,17882.85,17930.79,17958.37,17822.21,190691920
30-Aug-2016,17930.79,17847.24,17964.09,17796.15,220678208
31-Aug-2016,17847.24,17732.77,17849.19,17702.37,314373184
01-Sep-2016,17732.77,17849.63,17937.52,17732.77,266983536
02-Sep-2016,17849.63,18016.45,18107.82,17772.49,327997664
05-Sep-2016,18016.45,18025.97,18093.85,17980.93,178285296
06-Sep-2016,18025.97,18003.44,18073.32,17966.67,204715776
07-Sep-2016,18003.44,18060.24,18068.78,17947.13,248150752
08-Sep-2016,18060.24,18193.13,18213.61,18047.85,284399424
09-Sep-2016,18193.13,17894.19,18193.13,17883.78,219715040
12-Sep-2016,17894.19,17730.24,17894.19,17599.14,264084240
13-Sep-2016,17730.24,17661.04,17811.93,17660.61,277809408
14-Sep-2016,17661.04,17631.00,17742.76,17631.00,255524688
15-Sep-2016,17631.00,17752.05,17762.52,17561.38,242086432
16-Sep-2016,17752.05,17851.87,17905.74,17722.42,721366784
19-Sep-2016,17851.87,17889.76,17951.29,17826.39,227004576
20-Sep-2016,17889.76,17900.22,17958.84,17841.12,292922976
21-Sep-2016,17900.22,17933.88,18020.46,17900.22,227048400
22-Sep-2016,17933.88,17987.77,18046.79,17933.88,228969664
23-Sep-2016,17987.77,17923.08,17991.24,17835.12,237642592
26-Sep-2016,17923.08,17722.80,17923.08,17677.16,204901984
27-Sep-2016,17722.80,17628.71,17782.41,17543.57,260665840
28-Sep-2016,17628.71,17792.28,17818.40,17616.70,216397904
29-Sep-2016,17792.28,17864.86,17964.15,17792.28,248900688
30-Sep-2016,17864.86,17871.42,17875.02,17594.58,288644960
03-Oct-2016,17871.42,18183.52,18198.90,17825.37,258229104
04-Oct-2016,18183.52,18342.07,18607.13,18183.52,414447264
05-Oct-2016,18342.07,18200.52,18342.28,18169.23,267716576
06-Oct-2016,18200.52,18115.89,18254.16,18111.10,275771552
07-Oct-2016,18115.89,17995.16,18207.07,17978.34,321044096
10-Oct-2016,17995.16,17978.90,18050.64,17927.88,269809120
11-Oct-2016,17978.90,18073.20,18143.58,17971.50,274769344
12-Oct-2016,18073.20,17956.28,18127.68,17937.80,243202912
13-Oct-2016,17956.28,17877.11,17957.55,17797.91,308960448
14-Oct-2016,17877.11,17980.18,18028.88,17877.08,316866496
17-Oct-2016,17980.18,17792.50,17980.18,17777.94,237923280
18-Oct-2016,17792.50,17994.41,18017.39,17792.48,273686016
19-Oct-2016,17994.41,18040.53,18040.53,17882.85,298242272
20-Oct-2016,18040.53,17945.05,18064.07,17903.32,266732112
21-Oct-2016,17945.05,17934.24,17979.52,17895.48,215435504
24-Oct-2016,17934.24,17860.52,18045.51,17854.09,240435392
25-Oct-2016,17860.52,17801.85,17900.59,17786.67,270293600
26-Oct-2016,17801.85,17668.98,17802.89,17594.55,261574416
27-Oct-2016,17668.98,17581.32,17689.70,17508.02,258679184
28-Oct-2016,17581.32,17644.83,17678.45,17426.64,261484608
31-Oct-2016,17644.83,17544.24,17644.83,17493.83,268917824
01-Nov-2016,17544.24,17523.30,17596.59,17491.35,278213952
02-Nov-2016,17523.30,17463.46,17523.30,17405.05,300521760
03-Nov-2016,17463.46,17581.91,17787.21,17454.90,366498304
04-Nov-2016,17581.91,17271.24,17582.29,17237.28,293425920
07-Nov-2016,17271.24,17457.66,17489.74,17271.24,235283184
08-Nov-2016,17457.66,17447.79,17510.98,17390.40,232956928
09-Nov-2016,17447.79,17590.99,17590.99,17067.95,338735008
10-Nov-2016,17590.99,17659.47,17959.14,17590.99,409811040
11-Nov-2016,17659.47,17444.97,17700.76,17401.45,345031968
14-Nov-2016,17444.97,17472.40,17618.31,17444.81,275957920
15-Nov-2016,17472.40,17573.10,17694.10,17472.40,278553024
16-Nov-2016,17573.10,17473.97,17630.22,17470.09,253248384
17-Nov-2016,17473.97,17600.94,17600.94,17470.02,326860032
18-Nov-2016,17600.94,17659.22,17683.46,17538.58,274554048
21-Nov-2016,17659.22,17527.55,17685.73,17490.33,280725888
22-Nov-2016,17527.55,17679.06,17715.75,17527.28,286190368
23-Nov-2016,17679.06,17622.52,17792.36,17595.05,325678048
24-Nov-2016,17622.52,17590.62,17669.34,17545.62,219464320
25-Nov-2016,17590.62,17603.42,17619.28,17542.56,253172688
28-Nov-2016,17603.42,17518.34,17605.44,17471.24,244443280
29-Nov-2016,17518.34,17532.06,17572.52,17476.03,265768224
30-Nov-2016,17532.06,17545.75,17602.47,17517.10,459315072
01-Dec-2016,17545.75,17497.34,17578.14,17406.88,324861536
02-Dec-2016,17497.34,17435.28,17497.34,17347.52,275018400
05-Dec-2016,17435.28,17461.86,17521.42,17408.80,272393536
06-Dec-2016,17461.86,17452.09,17470.00,17381.89,306808288
07-Dec-2016,17452.09,17625.53,17625.53,17452.09,361625920
08-Dec-2016,17625.53,17681.99,17691.93,17607.16,344142112
09-Dec-2016,17681.99,17733.12,17754.69,17669.60,314143840
12-Dec-2016,17733.12,17641.15,17786.44,17625.17,305486208
13-Dec-2016,17641.15,17715.62,17715.62,17590.69,342043104
14-Dec-2016,17715.62,17682.38,17715.62,17630.03,415882496
15-Dec-2016,17682.38,17769.35,17778.74,17620.83,393378112
16-Dec-2016,17769.35,17784.79,17825.79,17720.25,459629920
19-Dec-2016,17784.79,17782.40,17813.47,17738.16,284508800
20-Dec-2016,17782.40,17769.85,17848.11,17729.88,254925424
21-Dec-2016,17769.85,17745.41,17811.97,17706.92,227230544
22-Dec-2016,17745.41,17891.62,17891.62,17742.76,196850816
23-Dec-2016,17891.62,17909.59,17953.53,17882.48,90984184
28-Dec-2016,17909.59,18012.81,18013.00,17891.00,166687520
29-Dec-2016,18012.81,18029.50,18035.31,17971.94,140157776
30-Dec-2016,18029.50,18077.27,18077.27,17998.40,89847728
03-Jan-2017,18077.27,18140.68,18190.62,18076.46,295930816
04-Jan-2017,18140.68,18151.29,18172.36,18105.22,289219136
05-Jan-2017,18151.29,18308.23,18344.31,18151.29,270538080
06-Jan-2017,18308.23,18341.19,18354.50,18263.06,253405248
09-Jan-2017,18341.19,18379.63,18407.06,18292.29,319803072
