Date,Open Price,Close Price,High Price,Low Price,Volume
02-Sep-2013,14625.03,14875.48,14904.30,14625.03,191631392
03-Sep-2013,14875.45,14861.46,14936.28,14800.59,230376848
04-Sep-2013,14861.39,14851.53,14885.13,14741.26,232796848
05-Sep-2013,14851.56,14977.34,14986.48,14851.56,273586112
06-Sep-2013,14977.30,15048.28,15048.28,14903.53,245160208
09-Sep-2013,15048.27,15092.86,15096.89,15034.74,198609312
10-Sep-2013,15092.92,15270.73,15308.19,15092.92,248975056
11-Sep-2013,15270.73,15245.78,15317.04,15222.74,218134384
12-Sep-2013,15245.78,15192.07,15270.11,15128.78,217894032
13-Sep-2013,15192.09,15220.09,15220.09,15172.45,170382816
16-Sep-2013,15219.98,15292.03,15353.73,15219.98,182278128
17-Sep-2013,15292.05,15152.26,15305.49,15137.75,217558560
18-Sep-2013,15152.24,15089.22,15176.06,15051.45,187214160
19-Sep-2013,15089.00,15137.10,15335.94,15089.00,245707648
20-Sep-2013,15137.09,15032.27,15165.98,15032.27,467753024
23-Sep-2013,15032.25,14920.90,15082.50,14903.35,190632672
24-Sep-2013,14920.90,15063.23,15082.66,14920.90,210371904
25-Sep-2013,15063.22,15028.75,15078.80,15000.58,194787168
26-Sep-2013,15028.73,15009.41,15057.78,14974.94,224998800
27-Sep-2013,15009.26,14924.88,15027.27,14898.17,204320976
30-Sep-2013,14924.83,14908.18,14925.81,14790.15,239403584
01-Oct-2013,14908.09,14966.40,14966.40,14876.60,215413088
02-Oct-2013,14966.45,14891.26,14969.08,14854.65,197998480
03-Oct-2013,14891.28,14853.04,14911.00,14853.04,160263072
04-Oct-2013,14853.08,14839.22,14875.04,14814.95,180770976
07-Oct-2013,14839.25,14770.99,14839.25,14683.70,157616736
08-Oct-2013,14771.00,14667.64,14789.30,14667.64,173611840
09-Oct-2013,14667.70,14638.00,14680.16,14613.60,252062224
10-Oct-2013,14638.00,14896.61,14898.05,14638.00,246122256
11-Oct-2013,14896.58,14969.83,14979.86,14889.23,230128464
14-Oct-2013,14962.82,15057.43,15057.43,14958.31,174788288
15-Oct-2013,15057.47,15128.44,15150.34,15057.38,244416288
16-Oct-2013,15128.41,15216.60,15216.60,14982.97,211177312
17-Oct-2013,15216.51,15231.91,15231.91,15131.23,211127920
18-Oct-2013,15231.90,15391.18,15391.18,15231.90,203361120
21-Oct-2013,15391.20,15521.98,15521.98,15391.18,195393344
22-Oct-2013,15522.02,15512.49,15529.92,15457.68,212050448
23-Oct-2013,15512.58,15494.97,15512.58,15450.03,224744416
24-Oct-2013,15494.93,15526.93,15556.07,15490.19,202612848
25-Oct-2013,15526.87,15491.63,15526.87,15462.16,197772640
28-Oct-2013,15491.58,15428.79,15509.82,15405.88,166348704
29-Oct-2013,15428.85,15535.51,15535.51,15390.88,211931904
30-Oct-2013,15535.50,15582.96,15594.48,15511.78,239221024
31-Oct-2013,15583.02,15479.95,15583.02,15437.70,257179600
01-Nov-2013,15480.01,15455.69,15510.89,15429.43,200257216
04-Nov-2013,15455.65,15468.40,15540.96,15455.65,178891408
05-Nov-2013,15468.38,15367.61,15491.01,15306.77,200612304
06-Nov-2013,15367.58,15403.83,15459.96,15367.58,214120464
07-Nov-2013,15403.81,15389.52,15508.15,15365.97,269524416
08-Nov-2013,15389.48,15342.03,15389.48,15267.61,239033824
11-Nov-2013,15342.01,15420.36,15442.76,15339.82,170148256
12-Nov-2013,15420.40,15369.08,15424.47,15361.67,200217936
13-Nov-2013,15369.14,15179.84,15374.12,15165.31,265864400
14-Nov-2013,15179.81,15257.93,15346.89,15179.81,259902192
15-Nov-2013,15257.92,15246.58,15302.28,15240.69,236101200
18-Nov-2013,15246.54,15290.48,15300.75,15198.88,187810096
19-Nov-2013,15290.48,15265.60,15290.48,15231.88,225740464
20-Nov-2013,15265.56,15178.75,15267.02,15158.78,206905296
21-Nov-2013,15178.83,15148.50,15222.09,15130.04,226219936
22-Nov-2013,15148.43,15187.68,15202.69,15146.52,217884000
25-Nov-2013,15187.66,15299.92,15323.79,15187.66,180182880
26-Nov-2013,15299.89,15306.13,15351.10,15298.33,234171280
27-Nov-2013,15306.08,15406.67,15415.75,15305.68,190194368
28-Nov-2013,15406.61,15431.80,15500.30,15401.12,284435520
29-Nov-2013,15431.82,15466.56,15504.49,15424.91,236369296
02-Dec-2013,15466.50,15334.75,15473.49,15322.37,183006736
03-Dec-2013,15334.72,15153.14,15340.31,15134.82,242500544
04-Dec-2013,15153.19,15127.95,15200.91,15099.15,225338320
05-Dec-2013,15127.90,15157.70,15240.38,15054.60,235563392
06-Dec-2013,15157.66,15317.05,15329.06,15157.66,222004512
09-Dec-2013,15317.05,15391.79,15402.38,15313.19,175192560
10-Dec-2013,15391.69,15410.79,15465.80,15385.84,196186352
11-Dec-2013,15410.79,15396.12,15477.32,15373.55,204984512
12-Dec-2013,15396.08,15211.54,15396.43,15204.72,200904864
13-Dec-2013,15211.55,15233.46,15262.08,15203.75,203798480
16-Dec-2013,15233.41,15384.58,15391.54,15224.10,198574688
17-Dec-2013,15384.57,15348.56,15423.96,15326.79,232515472
18-Dec-2013,15348.51,15366.70,15424.96,15345.10,189961168
19-Dec-2013,15366.70,15589.95,15594.27,15366.70,238824544
20-Dec-2013,15590.00,15636.59,15666.37,15544.68,417104576
23-Dec-2013,15636.58,15741.67,15741.67,15617.08,149706704
24-Dec-2013,15741.68,15783.04,15786.96,15738.75,41125556
27-Dec-2013,15782.90,15878.10,15878.10,15781.85,107186256
30-Dec-2013,15878.09,15900.74,15926.72,15855.95,129367832
31-Dec-2013,15900.73,15935.35,15937.56,15895.68,84828160
02-Jan-2014,15935.28,15919.09,15962.24,15869.14,226275712
03-Jan-2014,15919.07,16020.47,16022.08,15855.35,199878432
06-Jan-2014,16020.57,16049.30,16086.54,15999.10,193733264
07-Jan-2014,16049.33,16069.19,16088.42,16013.39,203017472
08-Jan-2014,16069.17,16001.74,16071.40,15990.03,253146720
09-Jan-2014,16001.72,15948.97,16035.25,15924.79,242688832
10-Jan-2014,15948.97,16191.73,16191.73,15944.73,256314512
13-Jan-2014,16191.72,16254.80,16262.27,16191.66,213533008
14-Jan-2014,16254.80,16236.02,16254.80,16104.13,204533408
15-Jan-2014,16236.06,16292.94,16292.94,16236.00,316586624
16-Jan-2014,16292.96,16209.65,16311.23,16171.64,273765120
17-Jan-2014,16209.67,16187.09,16242.44,16151.70,252112752
20-Jan-2014,16187.11,16227.11,16245.11,16167.44,175070048
21-Jan-2014,16227.09,16144.20,16243.21,16116.97,234469968
22-Jan-2014,16144.20,16147.17,16223.18,16115.80,195413312
23-Jan-2014,16147.17,15980.13,16154.03,15946.69,220555344
24-Jan-2014,15980.07,15703.44,16007.99,15688.31,245060912
27-Jan-2014,15703.40,15528.21,15705.46,15505.03,246933520
28-Jan-2014,15528.17,15715.83,15734.27,15528.17,269022496
29-Jan-2014,15715.84,15688.31,15922.56,15605.89,265627680
30-Jan-2014,15688.35,15701.80,15720.18,15635.58,243772416
31-Jan-2014,15701.84,15674.37,15767.14,15525.61,280527296
03-Feb-2014,15674.45,15558.23,15709.63,15551.88,207414064
04-Feb-2014,15558.29,15540.28,15581.68,15442.04,260542672
05-Feb-2014,15540.25,15561.38,15623.81,15491.02,220187184
06-Feb-2014,15561.36,15789.91,15790.45,15561.36,277807104
07-Feb-2014,15789.86,15865.12,15871.97,15789.42,246262336
10-Feb-2014,15865.12,15910.72,15922.39,15836.18,186619744
11-Feb-2014,15910.74,16078.28,16078.28,15906.25,238925504
12-Feb-2014,16078.32,16079.18,16112.34,16032.62,232305200
13-Feb-2014,16079.16,16029.39,16079.69,15944.15,199915984
14-Feb-2014,16029.35,16110.62,16125.11,16028.71,230774240
17-Feb-2014,16110.57,16244.71,16244.71,16098.96,173286592
18-Feb-2014,16244.71,16342.07,16345.54,16202.72,226374384
19-Feb-2014,16342.04,16347.33,16350.23,16228.34,195025200
20-Feb-2014,16347.35,16368.83,16368.83,16181.02,205664896
21-Feb-2014,16368.81,16460.88,16477.22,16368.81,207878432
24-Feb-2014,16460.92,16539.29,16539.29,16358.69,276092352
25-Feb-2014,16539.25,16527.88,16568.74,16446.22,388185728
26-Feb-2014,16527.88,16471.66,16549.12,16437.79,243598016
27-Feb-2014,16471.64,16523.02,16544.18,16388.80,487752320
28-Feb-2014,16522.96,16726.00,16728.37,16518.39,287385152
03-Mar-2014,16726.04,16374.84,16726.04,16329.75,267761488
04-Mar-2014,16374.89,16698.90,16699.87,16374.89,267687120
05-Mar-2014,16698.89,16614.35,16698.89,16608.12,252728688
06-Mar-2014,16614.37,16671.75,16713.22,16614.37,253015152
07-Mar-2014,16671.77,16559.45,16692.49,16559.45,219553808
10-Mar-2014,16559.48,16451.20,16645.63,16396.11,217737888
11-Mar-2014,16451.19,16481.45,16535.32,16420.90,224038416
12-Mar-2014,16481.46,16326.70,16481.70,16321.44,241815856
13-Mar-2014,16326.65,16186.23,16362.61,16186.23,239776752
14-Mar-2014,16186.29,16124.92,16186.29,16018.49,230258720
17-Mar-2014,16124.89,16297.38,16315.19,16123.63,201819280
18-Mar-2014,16297.43,16354.20,16367.12,16212.53,226004624
19-Mar-2014,16354.16,16338.84,16398.86,16320.30,323147104
20-Mar-2014,16338.94,16217.35,16338.94,16161.75,255601696
21-Mar-2014,16217.38,16160.11,16262.19,16160.11,570729408
24-Mar-2014,16160.10,16019.41,16221.35,15995.06,244976624
25-Mar-2014,16019.42,16153.13,16154.45,16019.42,219665968
26-Mar-2014,16153.10,16252.92,16282.27,16153.10,239161824
27-Mar-2014,16252.91,16202.17,16253.23,16167.44,213091728
28-Mar-2014,16202.16,16181.71,16245.63,16157.86,222137952
31-Mar-2014,16181.70,16273.72,16284.93,16180.74,219171344
01-Apr-2014,16273.72,16407.56,16409.32,16273.67,221794880
02-Apr-2014,16407.57,16415.96,16476.53,16381.60,214747424
03-Apr-2014,16415.94,16349.06,16415.94,16335.07,213509856
04-Apr-2014,16349.06,16433.67,16464.79,16347.96,238524128
07-Apr-2014,16433.70,16262.84,16433.70,16253.64,225942688
08-Apr-2014,16262.81,16014.46,16279.35,15942.78,281546880
09-Apr-2014,16014.46,16163.70,16214.87,16014.46,232108272
10-Apr-2014,16163.67,16148.54,16300.64,16134.52,216805680
11-Apr-2014,16148.55,15898.37,16148.55,15818.58,210018208
14-Apr-2014,15898.36,15702.42,15898.36,15589.40,238456048
15-Apr-2014,15702.47,15590.50,15780.39,15573.08,226770528
16-Apr-2014,15590.48,15745.98,15769.23,15590.48,223886832
17-Apr-2014,15745.95,15907.91,15917.20,15745.05,186507088
22-Apr-2014,15907.91,16082.24,16109.64,15907.91,173832416
23-Apr-2014,16082.25,15989.64,16097.12,15975.89,182655072
24-Apr-2014,15989.60,15991.77,16101.42,15923.10,252240608
25-Apr-2014,15991.76,15888.21,15994.41,15854.81,198812512
28-Apr-2014,15888.18,15826.24,15940.27,15811.34,204712768
29-Apr-2014,15826.22,15896.64,15917.94,15826.22,236076880
30-Apr-2014,15896.67,15817.20,15919.96,15801.34,317471232
01-May-2014,15817.21,15850.34,15938.17,15808.02,156207568
02-May-2014,15850.34,15930.92,15955.87,15850.11,230232624
06-May-2014,15930.90,15938.69,15990.66,15866.10,239494400
07-May-2014,15938.69,15881.95,15938.69,15846.54,248180512
08-May-2014,15881.95,15968.51,15972.74,15881.95,194928144
09-May-2014,15968.53,15885.21,15968.53,15868.07,188392064
12-May-2014,15885.18,15981.35,15991.36,15885.18,235492208
13-May-2014,15981.34,16038.89,16105.62,15981.34,220301056
14-May-2014,16038.87,15974.61,16066.26,15964.05,227008784
15-May-2014,15974.63,15616.54,16016.17,15589.46,340522784
16-May-2014,15616.55,15397.92,15680.60,15283.91,340739520
19-May-2014,15397.93,15379.44,15482.75,15357.03,225240224
20-May-2014,15379.45,15440.25,15515.78,15378.53,304926528
21-May-2014,15440.26,15603.20,15605.40,15423.54,242791536
22-May-2014,15603.19,15675.09,15695.24,15601.50,209283744
23-May-2014,15675.07,15706.03,15706.67,15656.64,192055808
27-May-2014,15706.01,15843.93,15851.97,15703.58,198973712
28-May-2014,15843.96,15935.43,15944.42,15829.74,219293760
29-May-2014,15935.41,15954.82,16022.61,15925.81,189655792
30-May-2014,15954.79,16010.25,16052.22,15933.33,315098912
02-Jun-2014,16010.25,16084.40,16111.40,16010.25,211904976
03-Jun-2014,16084.40,15971.89,16122.74,15947.99,197226272
04-Jun-2014,15971.92,15986.47,15997.72,15941.56,172995808
05-Jun-2014,15986.46,15995.49,16024.53,15931.71,176494640
06-Jun-2014,15995.49,16232.90,16232.90,15995.49,238972912
09-Jun-2014,16232.86,16218.36,16273.31,16185.61,174723072
10-Jun-2014,16218.34,16210.64,16228.82,16161.78,166479648
11-Jun-2014,16210.63,16087.63,16221.54,16008.75,184912240
12-Jun-2014,16087.60,16125.95,16151.43,16071.20,198782400
13-Jun-2014,16125.81,15814.81,16125.81,15761.81,283453632
16-Jun-2014,15814.78,15706.73,15847.07,15668.05,245449120
17-Jun-2014,15706.73,15585.46,15764.92,15554.36,269916064
18-Jun-2014,15585.45,15624.20,15667.26,15585.45,236337376
19-Jun-2014,15624.13,15683.88,15797.84,15624.12,238790160
20-Jun-2014,15683.88,15791.42,15797.52,15682.09,384188512
23-Jun-2014,15791.42,15675.31,15791.42,15675.31,166478160
24-Jun-2014,15675.31,15547.21,15710.04,15510.79,222265520
25-Jun-2014,15547.21,15453.95,15560.18,15380.14,212688000
26-Jun-2014,15453.95,15646.83,15650.25,15451.61,256737872
27-Jun-2014,15646.83,15681.46,15699.42,15632.33,259246576
30-Jun-2014,15681.46,15723.56,15751.04,15674.03,224039056
01-Jul-2014,15723.56,15840.87,15848.74,15723.56,217774800
02-Jul-2014,15840.87,15897.11,15934.73,15839.36,236772736
03-Jul-2014,15897.11,16028.96,16046.78,15897.11,249654368
04-Jul-2014,16028.96,16050.16,16099.88,16028.96,165587984
07-Jul-2014,16050.16,15892.30,16058.74,15884.05,184357264
08-Jul-2014,15892.30,15652.48,15908.73,15640.16,241879232
09-Jul-2014,15652.48,15549.63,15665.26,15488.69,213060480
10-Jul-2014,15549.63,15439.87,15584.92,15331.32,247315936
11-Jul-2014,15439.87,15451.42,15556.42,15425.39,192691872
14-Jul-2014,15451.42,15577.71,15600.17,15451.42,156343168
15-Jul-2014,15577.71,15440.48,15594.54,15439.97,184096608
16-Jul-2014,15440.48,15600.23,15615.27,15440.48,202774336
17-Jul-2014,15600.23,15554.01,15606.85,15504.92,169303472
18-Jul-2014,15554.01,15556.84,15556.84,15423.94,198908176
21-Jul-2014,15556.84,15486.10,15567.52,15427.14,177644112
22-Jul-2014,15486.10,15650.73,15661.51,15486.10,182181264
23-Jul-2014,15650.73,15725.96,15734.50,15650.73,206235680
24-Jul-2014,15725.96,15748.69,15748.69,15667.76,195299344
25-Jul-2014,15748.69,15691.81,15804.03,15681.87,200918896
28-Jul-2014,15691.81,15616.53,15735.05,15575.58,206172032
29-Jul-2014,15616.53,15687.02,15742.69,15616.53,197223680
30-Jul-2014,15687.02,15629.84,15734.37,15611.29,196757696
31-Jul-2014,15629.84,15495.64,15668.20,15448.31,313024992
01-Aug-2014,15495.64,15402.70,15496.69,15280.31,254278544
04-Aug-2014,15402.70,15362.57,15444.77,15307.11,203061728
05-Aug-2014,15362.57,15351.91,15420.01,15336.57,251893648
06-Aug-2014,15351.91,15262.72,15351.91,15143.84,223796144
07-Aug-2014,15262.72,15240.10,15336.00,15230.11,258878272
08-Aug-2014,15240.10,15243.38,15273.06,15091.24,210938272
11-Aug-2014,15243.38,15460.73,15478.30,15243.03,165834912
12-Aug-2014,15460.73,15465.81,15515.80,15447.80,175926400
13-Aug-2014,15465.81,15527.48,15536.10,15381.09,200018960
14-Aug-2014,15527.48,15675.56,15694.70,15497.12,197118224
15-Aug-2014,15675.56,15667.81,15779.61,15657.99,190923056
18-Aug-2014,15667.81,15796.37,15805.94,15667.81,154541920
19-Aug-2014,15796.37,15895.26,15928.68,15796.37,182044528
20-Aug-2014,15895.26,15748.92,15904.92,15724.71,200906432
21-Aug-2014,15748.92,15838.57,15838.57,15742.99,152629600
22-Aug-2014,15838.57,15881.08,15894.89,15808.51,147446240
26-Aug-2014,15881.08,15998.00,15998.00,15881.08,179684448
27-Aug-2014,15998.00,16024.64,16075.27,15979.49,178457536
28-Aug-2014,16024.64,15910.86,16029.83,15891.59,214650784
29-Aug-2014,15910.86,15885.72,15921.27,15800.99,203688320
01-Sep-2014,15885.72,15957.13,15957.13,15873.93,151529216
02-Sep-2014,15957.13,15965.43,15994.58,15891.44,211137024
03-Sep-2014,15965.43,15991.90,16058.21,15965.43,206292176
04-Sep-2014,15991.90,15995.79,16004.92,15936.23,214969200
05-Sep-2014,15995.79,15924.59,16000.55,15911.17,211735648
08-Sep-2014,15924.59,15768.25,15924.59,15682.60,183569904
09-Sep-2014,15768.25,15786.87,15828.52,15680.82,187206000
10-Sep-2014,15786.87,15672.66,15790.26,15660.71,181665552
11-Sep-2014,15672.66,15621.35,15818.33,15581.08,188214592
12-Sep-2014,15621.35,15711.85,15736.97,15617.73,191918288
15-Sep-2014,15711.85,15649.23,15711.85,15614.69,165371760
16-Sep-2014,15649.23,15593.05,15649.49,15498.97,250811008
17-Sep-2014,15593.05,15576.72,15681.10,15576.72,202596272
18-Sep-2014,15576.72,15722.81,15732.02,15573.33,215676768
19-Sep-2014,15722.81,15859.10,15941.78,15722.81,491565248
22-Sep-2014,15859.10,15744.61,15859.38,15732.22,186497376
23-Sep-2014,15744.61,15533.71,15746.67,15496.52,217498912
24-Sep-2014,15533.71,15537.61,15583.89,15466.89,210056496
25-Sep-2014,15537.61,15425.91,15596.16,15385.95,251424592
26-Sep-2014,15425.91,15383.69,15425.91,15276.48,180281104
29-Sep-2014,15383.69,15390.07,15403.92,15324.81,186269824
30-Sep-2014,15390.07,15379.72,15455.48,15317.99,244308192
01-Oct-2014,15379.72,15210.89,15385.41,15187.84,232299136
02-Oct-2014,15210.89,15005.19,15262.58,15005.19,311350208
03-Oct-2014,15005.19,15230.08,15235.97,15005.19,190185888
06-Oct-2014,15230.16,15277.01,15339.75,15230.16,208597056
07-Oct-2014,15277.01,15099.22,15277.03,15088.15,217623024
08-Oct-2014,15099.22,14933.52,15100.27,14907.94,247654960
09-Oct-2014,14933.52,14811.33,15097.54,14794.74,271530752
10-Oct-2014,14811.33,14641.58,14811.33,14535.14,324610880
13-Oct-2014,14641.58,14543.98,14648.34,14475.95,270744256
14-Oct-2014,14543.98,14669.76,14688.52,14443.91,234798336
15-Oct-2014,14669.76,14426.74,14799.63,14395.02,307552928
16-Oct-2014,14426.74,14480.09,14592.10,14193.37,409256320
17-Oct-2014,14480.09,14757.62,14757.62,14479.68,270571648
20-Oct-2014,14757.62,14755.97,14802.29,14675.48,197417696
21-Oct-2014,14755.97,15024.97,15024.97,14709.61,260619760
22-Oct-2014,15024.97,15170.06,15183.09,15024.83,245568560
23-Oct-2014,15170.06,15135.99,15176.47,14989.18,252698464
24-Oct-2014,15135.99,15089.55,15152.07,15070.15,177505248
27-Oct-2014,15089.55,15040.39,15170.75,15009.53,219244512
28-Oct-2014,15040.39,15123.35,15154.16,15040.06,168893792
29-Oct-2014,15123.35,15234.14,15281.00,15123.35,204270464
30-Oct-2014,15234.14,15298.32,15300.39,15172.81,270850464
31-Oct-2014,15298.32,15501.37,15533.90,15298.32,310091296
03-Nov-2014,15501.37,15453.15,15546.80,15438.43,199828592
04-Nov-2014,15453.15,15394.11,15511.22,15369.48,238036208
05-Nov-2014,15394.11,15526.33,15526.33,15394.11,239522624
06-Nov-2014,15526.33,15515.13,15543.05,15452.55,246329296
07-Nov-2014,15515.13,15464.53,15582.05,15434.77,259562336
10-Nov-2014,15464.53,15596.23,15596.23,15437.22,233521280
11-Nov-2014,15596.23,15630.69,15689.88,15596.23,240699584
12-Nov-2014,15630.69,15604.27,15646.27,15552.88,272522368
13-Nov-2014,15604.27,15631.89,15684.77,15593.00,281401312
14-Nov-2014,15631.89,15644.12,15653.87,15590.25,271260512
17-Nov-2014,15644.12,15648.63,15659.39,15529.16,218520208
18-Nov-2014,15648.63,15699.43,15744.42,15648.63,214602560
19-Nov-2014,15699.43,15601.88,15730.78,15580.61,251586992
20-Nov-2014,15601.88,15604.52,15605.23,15537.74,215711584
21-Nov-2014,15604.52,15691.62,15748.43,15584.86,244364320
24-Nov-2014,15691.62,15710.06,15729.74,15674.05,228718400
25-Nov-2014,15710.06,15831.55,15843.98,15710.06,310387616
26-Nov-2014,15831.55,15788.43,15842.44,15771.98,329967712
27-Nov-2014,15788.43,15889.66,15916.12,15787.46,237232016
28-Nov-2014,15889.66,15851.76,15895.06,15786.67,294834624
01-Dec-2014,15851.76,15719.77,15851.76,15693.20,263007312
02-Dec-2014,15719.77,15832.95,15832.95,15719.77,268191872
03-Dec-2014,15832.95,15811.55,15857.64,15791.47,293897024
04-Dec-2014,15811.55,15840.51,15911.37,15811.55,267857328
05-Dec-2014,15840.51,16002.88,16002.88,15840.51,232896720
08-Dec-2014,16002.88,15952.47,16005.44,15949.12,195879328
09-Dec-2014,15952.47,15714.28,15952.47,15714.28,242608112
10-Dec-2014,15714.28,15737.52,15851.06,15714.01,275194304
11-Dec-2014,15737.52,15663.52,15742.68,15617.25,250816928
12-Dec-2014,15663.52,15377.10,15663.52,15377.10,250494752
15-Dec-2014,15377.10,15233.90,15476.19,15233.90,248667200
16-Dec-2014,15233.90,15426.80,15426.80,15151.55,322224832
17-Dec-2014,15426.80,15443.98,15474.09,15321.34,260226848
18-Dec-2014,15443.98,15732.71,15739.17,15443.98,297448640
19-Dec-2014,15732.71,15888.91,15907.92,15732.71,664443008
22-Dec-2014,15888.91,15991.54,15996.27,15888.91,207396784
23-Dec-2014,15991.54,16094.23,16094.23,15991.32,148975136
24-Dec-2014,16094.23,16104.92,16127.69,16059.52,44004264
29-Dec-2014,16104.92,16050.71,16166.34,16019.81,120218160
30-Dec-2014,16050.71,15990.31,16051.74,15955.60,101777472
31-Dec-2014,15990.31,16085.44,16085.44,15969.44,56965208
02-Jan-2015,16085.44,16051.96,16103.09,15977.70,130343040
05-Jan-2015,16051.96,15921.68,16141.37,15910.47,217592160
06-Jan-2015,15921.68,15778.65,15980.24,15778.42,257788304
07-Jan-2015,15778.65,15851.69,15924.21,15778.65,257339776
08-Jan-2015,15851.69,16085.54,16086.48,15851.69,266597728
09-Jan-2015,16085.54,16010.96,16085.96,15961.39,238992656
12-Jan-2015,16010.96,15943.69,16048.20,15902.04,264668752
13-Jan-2015,15943.69,16084.97,16109.69,15943.69,310941984
14-Jan-2015,16084.97,15872.09,16084.97,15817.85,301138208
15-Jan-2015,15872.09,15915.29,15963.19,15752.20,323665312
16-Jan-2015,15915.29,15922.51,15931.75,15780.57,354284352
19-Jan-2015,15922.51,16067.19,16067.19,15922.51,220559520
20-Jan-2015,16067.19,16126.56,16178.76,16065.29,225271600
21-Jan-2015,16126.56,16253.31,16253.31,16116.31,285249632
22-Jan-2015,16253.31,16378.94,16395.16,16250.58,303466432
23-Jan-2015,16378.94,16458.90,16491.77,16378.79,371854112
26-Jan-2015,16458.90,16470.52,16480.09,16373.70,266968640
27-Jan-2015,16470.52,16353.88,16524.87,16340.69,426615904
28-Jan-2015,16353.88,16425.73,16431.03,16344.86,335666400
29-Jan-2015,16425.73,16359.02,16425.73,16273.10,341474880
30-Jan-2015,16359.02,16305.77,16420.60,16304.29,507266080
02-Feb-2015,16305.77,16355.56,16379.75,16262.15,515096576
03-Feb-2015,16355.56,16570.30,16578.19,16353.79,567921664
04-Feb-2015,16570.30,16571.64,16584.37,16486.80,412316704
05-Feb-2015,16571.64,16694.99,16694.99,16487.25,332947872
06-Feb-2015,16694.99,16685.63,16723.34,16614.36,299689152
09-Feb-2015,16685.63,16579.21,16685.83,16488.24,273188768
10-Feb-2015,16579.21,16658.74,16677.91,16565.23,280705888
11-Feb-2015,16658.74,16632.60,16671.14,16595.04,257365312
12-Feb-2015,16632.60,16809.42,16809.42,16608.89,343388640
13-Feb-2015,16809.42,16847.78,16917.46,16806.84,453853760
16-Feb-2015,16847.78,16861.24,16869.86,16819.58,239145168
17-Feb-2015,16861.24,16887.70,16955.36,16834.79,335107072
18-Feb-2015,16887.70,17002.14,17016.20,16887.70,495462144
19-Feb-2015,17002.14,17049.79,17049.79,16981.59,385078656
20-Feb-2015,17049.79,17122.55,17122.55,17016.82,308685728
23-Feb-2015,17122.55,17167.98,17169.92,17076.44,265979776
24-Feb-2015,17167.98,17201.91,17207.68,17095.24,295508320
25-Feb-2015,17201.91,17188.27,17207.71,17141.03,298783296
26-Feb-2015,17188.27,17249.80,17249.80,17162.29,276233056
27-Feb-2015,17249.80,17273.82,17277.92,17214.09,298433216
02-Mar-2015,17273.82,17249.92,17335.01,17239.77,324541248
03-Mar-2015,17249.92,17146.02,17293.06,17142.94,301762720
04-Mar-2015,17146.02,17135.65,17159.12,17059.73,489152096
05-Mar-2015,17135.65,17310.31,17319.71,17135.65,298900800
06-Mar-2015,17310.31,17272.21,17357.35,17260.61,326670400
09-Mar-2015,17272.21,17167.07,17272.41,17149.56,263937472
10-Mar-2015,17167.07,16922.49,17180.58,16922.49,334093440
11-Mar-2015,16922.49,16948.85,16991.38,16818.50,322246880
12-Mar-2015,16948.85,17061.13,17068.54,16947.86,280775808
13-Mar-2015,17061.13,17109.47,17117.45,17060.90,448990144
16-Mar-2015,17109.47,17200.95,17207.27,17108.23,332974688
17-Mar-2015,17200.95,17202.91,17248.22,17100.83,338346816
18-Mar-2015,17202.91,17363.74,17376.00,17202.72,349628768
19-Mar-2015,17363.74,17438.15,17476.24,17363.74,276114208
20-Mar-2015,17438.15,17537.62,17547.18,17420.82,630782656
23-Mar-2015,17537.62,17551.23,17551.23,17489.45,239241776
24-Mar-2015,17551.23,17579.24,17655.81,17503.33,235714560
25-Mar-2015,17579.24,17502.31,17627.34,17498.93,229062688
26-Mar-2015,17502.31,17260.56,17502.31,17200.37,261483632
27-Mar-2015,17260.56,17162.64,17322.10,17154.44,278581504
30-Mar-2015,17162.64,17208.10,17286.07,17161.96,228809392
31-Mar-2015,17208.10,17090.64,17307.55,17077.27,308138176
01-Apr-2015,17090.64,17123.41,17201.03,17039.55,283963392
02-Apr-2015,17123.41,17268.83,17268.83,17123.41,221651792
07-Apr-2015,17268.83,17521.48,17521.48,17268.62,256671056
08-Apr-2015,17521.48,17561.47,17627.43,17521.23,263191328
09-Apr-2015,17561.47,17715.54,17715.54,17561.07,255438048
10-Apr-2015,17715.54,17875.11,17875.11,17715.54,237421744
13-Apr-2015,17875.11,17829.83,17886.05,17795.40,213879984
14-Apr-2015,17829.83,17858.81,17881.21,17808.40,218770432
15-Apr-2015,17858.81,17873.53,17904.33,17857.09,305250688
16-Apr-2015,17873.53,17730.27,17899.16,17730.27,258613984
17-Apr-2015,17730.27,17572.43,17781.47,17560.81,254243680
20-Apr-2015,17572.43,17603.47,17667.01,17547.83,310035808
21-Apr-2015,17603.47,17712.55,17760.05,17603.47,221667408
22-Apr-2015,17712.55,17635.55,17775.36,17588.81,228545616
23-Apr-2015,17635.55,17684.73,17684.73,17560.89,287146688
24-Apr-2015,17684.73,17729.36,17763.33,17683.45,234948608
27-Apr-2015,17729.36,17784.67,17795.55,17646.77,213681200
28-Apr-2015,17784.67,17659.39,17798.16,17555.96,249839456
29-Apr-2015,17659.39,17481.19,17687.69,17480.77,229114352
30-Apr-2015,17481.19,17474.63,17514.85,17351.39,304293856
01-May-2015,17474.63,17468.27,17489.25,17375.27,127671184
05-May-2015,17468.27,17452.07,17629.62,17452.07,259059120
06-May-2015,17452.07,17412.08,17499.54,17379.50,249693664
