"","open","high","low","close","volume","adjusted_close"
"X2014.06.01",423.470001,610.400024,347.329987,402,147362,402
"X2014.06.02",81.82,378,370,375,149764,375
"X2014.06.03",375,375,370,370,102753,370
"X2014.06.04",370,386,370,386,93558,386
"X2014.06.05",386,386,385,385,66032,385
"X2014.06.06",368.410004,622.809998,260,418,78217,418
"X2014.06.07",385,385,382,382,82510,382
"X2014.06.08",382,384,382,384,112175,384
"X2014.06.09",384,384,382,382,157463,382
"X2014.06.10",382,389,382,389,98191,389
"X2014.06.11",388.910004,596.929993,340,373.459991,157929,373.459991
"X2014.06.12",389,389,355,355,140860,355
"X2014.06.13",365.190002,526.679993,300,350,66881,350
"X2014.06.14",350,526.650024,300,340,74708,340
"X2014.06.15",355,355,315,330,130590,330
"X2014.06.16",366.910004,573.109985,327.5,399.5,139709,399.5
"X2014.06.17",399.5,575.650024,335.640015,359.26001,108618,359.26001
"X2014.06.18",359.26001,558.710022,300,354.660004,113282,354.660004
"X2014.06.19",354.660004,560.679993,323.25,351.440002,117127,351.440002
"X2014.06.20",351.440002,556.859985,322.549988,335,132777,335
"X2014.06.21",330,390,330,390,81876,390
"X2014.06.22",336.959991,487.410004,325.329987,355.899994,137446,355.899994
"X2014.06.23",355.899994,600,300,360.589996,128137,360.589996
"X2014.06.24",360.589996,535.23999,241.899994,324.01001,118660,324.01001
"X2014.06.25",324.01001,440,318.019989,337.820007,125105,337.820007
"X2014.06.26",337.820007,484.279999,294.480011,369.970001,106600,369.970001
"X2014.06.27",369.970001,612.98999,151,356.089996,78036,356.089996
"X2014.06.28",356.089996,909.599976,300,345.359985,65328,345.359985
"X2014.06.29",345.359985,605,336.709991,399,151039,399
"X2014.06.30",399,613.150024,300,415.790009,124920,415.790009
"X2014.07.01",415.790009,607.690002,361.519989,413.5,120505,413.5
"X2014.07.02",413.5,1000,300,390.100006,98562,390.100006
"X2014.07.03",390,390,345,365,105537,365
"X2014.07.04",390.100006,588.960022,347.48999,365.440002,48946,365.440002
"X2014.07.05",365.440002,591.070007,362.200012,385,54905,385
"X2014.07.06",385,650,342.089996,381.179993,103299,381.179993
"X2014.07.07",381.179993,1000,300,380.559998,100271,380.559998
"X2014.07.08",380.559998,1000,359.559998,375,137323,375
"X2014.07.09",375,573,353.540009,363.440002,164792,363.440002
"X2014.07.10",363.440002,1000,300,439.5,202225,439.5
"X2014.07.11",439.5,1000,300,390,64625,390
"X2014.07.12",390,635,347.170013,396.730011,48570,396.730011
"X2014.07.13",396.730011,1000,328.079987,370.570007,90636,370.570007
"X2014.07.14",370.570007,1000,343.109985,379.910004,93035,379.910004
"X2014.07.15",379.910004,628,356.980011,418,125075,418
"X2014.07.16",378.01001,1000,300,380,88549,380
"X2014.07.17",380,1000,347.209991,360.660004,93850,360.660004
"X2014.07.18",360.660004,637,178.490005,386.649994,34660,386.649994
"X2014.07.19",386.649994,483,354.429993,384.470001,43487,384.470001
"X2014.07.20",384.470001,621,347.140015,380.390015,106946,380.390015
"X2014.07.21",380.390015,630,346.48999,378.790009,100291,378.790009
"X2014.07.22",378.790009,657.890015,347.220001,373.5,96376,373.5
"X2014.07.23",373.5,650.200012,347.799988,365.5,86125,365.5
"X2014.07.24",365.5,708.659973,336.859985,367.100006,84917,367.100006
"X2014.07.25",367.100006,602.409973,333.720001,353.149994,61250,353.149994
"X2014.07.26",353.149994,649.909973,342.470001,374.920013,55943,374.920013
"X2014.07.27",374.920013,1000,325.690002,368.950012,103787,368.950012
"X2014.07.28",368.950012,1000,294.480011,345.049988,87085,345.049988
"X2014.07.29",345.049988,609.76001,330.410004,350.769989,109973,350.769989
"X2014.07.30",350.769989,671.140015,330.209991,408.720001,147519,408.720001
"X2014.07.31",408.720001,1000,300.519989,380.470001,85996,380.470001
"X2014.08.01",380.470001,1000,300,375.029999,64035,375.029999
"X2014.08.02",375.029999,604.840027,337.839996,379.209991,39851,379.209991
"X2014.08.03",379.209991,613.5,257.01001,364.959991,93221,364.959991
"X2014.08.04",364.959991,490.200012,271.040009,350.26001,119197,350.26001
"X2014.08.05",350.26001,594.059998,300,361.01001,113793,361.01001
"X2014.08.06",361.01001,618.809998,330,361.660004,99151,361.660004
"X2014.08.07",361.660004,1000,325,591.719971,105459,591.719971
"X2014.08.08",591.719971,1000,323.829987,393.570007,59416,393.570007
"X2014.08.09",393.570007,602.409973,330.089996,359.769989,67917,359.769989
"X2014.08.10",359.769989,593.469971,327.48999,335.619995,147831,335.619995
"X2014.08.11",335.619995,604.650024,251.050003,349,163545,349
"X2014.08.12",349,431.029999,303.570007,340.140015,140308,340.140015
"X2014.08.13",340.140015,419.850006,250,328.459991,91579,328.459991
"X2014.08.14",328.5,1000,230.410004,319.929993,113930,319.929993
"X2014.08.15",319.929993,420.170013,289.049988,311.929993,53358,311.929993
"X2014.08.16",311.929993,533.330017,283.019989,325,72790,325
"X2014.08.17",322.839996,420.170013,200,287.329987,131646,287.329987
"X2014.08.18",287.329987,420.170013,275.529999,310.98999,123750,310.98999
"X2014.08.19",310.98999,420.170013,282.869995,327.01001,129230,327.01001
"X2014.08.20",327.01001,1000,294.369995,312.059998,104419,312.059998
"X2014.08.21",312.059998,529.940002,250,326.799988,78875,326.799988
"X2014.08.22",326.799988,420.170013,250,317.019989,56806,317.019989
"X2014.08.23",317.019989,1000,230,290.880005,52045,290.880005
"X2014.08.24",290.880005,1000,287.779999,314.470001,61180,314.470001
"X2014.08.25",314.470001,1000,283.890015,319.829987,122183,319.829987
"X2014.08.26",319.829987,1000,285,317.279999,133555,317.279999
"X2014.08.27",365,365,335,335,77132,335
"X2014.08.28",317.059998,429.839996,229.889999,320.839996,86461,320.839996
"X2014.08.29",320.839996,431.029999,286.679993,315.559998,72680,315.559998
"X2014.08.30",315.559998,1000,242,308.98999,95206,308.98999
"X2014.08.31",308.98999,1000,275.890015,305.380005,81525,305.380005
"X2014.09.01",305.380005,431.029999,230,305,108697,305
"X2014.09.02",305,1000,233.869995,284.079987,127451,284.079987
"X2014.09.03",284.630005,1000,273.440002,296.359985,82494,296.359985
"X2014.09.04",296.359985,1000,251.220001,286.230011,66036,286.230011
"X2014.09.05",306.179993,1000,250,305,57267,305
"X2014.09.06",305,521.919983,250.190002,308.01001,60137,308.01001
"X2014.09.07",307.899994,492.130005,268,304.690002,115842,304.690002
"X2014.09.08",300,497.51001,250,296,131479,296
"X2014.09.09",296,417.540009,271,306.179993,100254,306.179993
"X2014.09.10",306.179993,429.549988,220.25,333.559998,123436,333.559998
"X2014.09.11",333.559998,519.75,219.399994,303.579987,84512,303.579987
"X2014.09.12",303.579987,526.320007,277.089996,313.459991,56440,313.459991
"X2014.09.13",313.459991,510.200012,272,310.070007,115015,310.070007
"X2014.09.14",310.070007,1000,270,299.040009,180728,299.040009
"X2014.09.15",299.040009,493.100006,214.779999,301.929993,115305,301.929993
"X2014.09.16",301.929993,429.179993,250,276.809998,121469,276.809998
"X2014.09.17",276.809998,470.220001,200,273.630005,166704,273.630005
"X2014.09.18",273.630005,1000,230.770004,290.019989,118977,290.019989
"X2014.09.19",290.019989,1000,239.990005,248.050003,78651,248.050003
"X2014.09.20",248.050003,431.029999,200,261.51001,87830,261.51001
"X2014.09.21",261.51001,429.549988,233.419998,243,95408,243
"X2014.09.22",243,429.450012,230.339996,280.429993,153067,280.429993
"X2014.09.23",280.429993,440.529999,210,272.380005,112109,272.380005
"X2014.09.24",272.380005,600.169983,200,264.649994,136320,264.649994
"X2014.09.25",264.649994,429.799988,200,266,89630,266
"X2014.09.26",266,1000,200,260.190002,57980,260.190002
"X2014.09.27",260.190002,510.75,221.429993,254.740005,52914,254.740005
"X2014.09.28",254.740005,1000,223.309998,250.25,157924,250.25
"X2014.09.29",250.25,1000,225,259.200012,93482,259.200012
"X2014.09.30",259.200012,421.940002,223.169998,257.899994,152452,257.899994
"X2014.10.01",257.899994,421.940002,200,243.600006,106349,243.600006
"X2014.10.02",243.600006,407.329987,213.380005,236.970001,78297,236.970001
"X2014.10.03",335,335,225,225,78358,225
"X2014.10.04",217.820007,383.140015,177.580002,226.5,60424,226.5
"X2014.10.05",226.5,1000,192.309998,232.160004,119378,232.160004
"X2014.10.06",232.160004,400,174.089996,213.389999,88193,213.389999
"X2014.10.07",213.389999,1000,150,248.25,131925,248.25
"X2014.10.08",248.25,1000,215.220001,222.660004,140293,222.660004
"X2014.10.09",222.660004,1000,216.5,221.770004,79263,221.770004
"X2014.10.10",221.770004,400,208.539993,226,46375,226
"X2014.10.11",226,432.98999,180.509995,246.309998,58382,246.309998
"X2014.10.12",246.309998,750,212.300003,257.709991,96270,257.709991
"X2014.10.13",257.709991,495.049988,234.850006,263.440002,150604,263.440002
"X2014.10.14",269.179993,1000,243.520004,246.809998,106630,246.809998
"X2014.10.15",246.809998,560.219971,230.169998,248.589996,113539,248.589996
"X2014.10.16",248.589996,1000,223.880005,225.720001,103369,225.720001
"X2014.10.17",225.720001,500,224,249,59967,249
"X2014.10.18",249,460.829987,224,259.73999,55844,259.73999
"X2014.10.19",259.73999,459.980011,225.119995,328.950012,144413,328.950012
"X2014.10.20",328.950012,459.769989,223.779999,262.529999,159489,262.529999
"X2014.10.21",262.529999,600,227.789993,252.100006,158242,252.100006
"X2014.10.22",252.100006,749.630005,211.910004,217.990005,164245,217.990005
"X2014.10.23",217.990005,430.109985,200,238.529999,70875,238.529999
"X2014.10.24",238.529999,364.959991,206.130005,230.270004,59864,230.270004
"X2014.10.25",230.270004,353.609985,200.139999,239.979996,52131,239.979996
"X2014.10.27",239.979996,362.76001,204.809998,243.020004,94867,243.020004
"X2014.10.28",243.020004,364.01001,204.080002,248.179993,97281,248.179993
"X2014.10.29",248.179993,349.959991,195.270004,224.029999,83357,224.029999
"X2014.10.30",224.029999,390.929993,202.020004,249.669998,98364,249.669998
"X2014.10.31",249.669998,398.01001,201.789993,227.179993,78042,227.179993
"X2014.11.01",227.179993,383.140015,199.100006,218.440002,55344,218.440002
"X2014.11.02",218.440002,375.940002,194.070007,221.139999,55322,221.139999
"X2014.11.03",221.139999,380.950012,184.770004,223.710007,129888,223.710007
"X2014.11.04",223.710007,649.909973,181.360001,223.210007,104212,223.210007
"X2014.11.05",223.210007,1000,182.139999,236.410004,118926,236.410004
"X2014.11.06",225,213,213,213,107288,213
"X2014.11.07",213,215,213,215,83845,215
"X2014.11.08",215,215,215,215,54676,215
"X2014.11.09",212.800003,649.909973,205.289993,234.929993,65155,234.929993
"X2014.11.10",215,224,215,224,125912,224
"X2014.11.11",243.059998,431.029999,200.089996,238.289993,109509,238.289993
"X2014.11.12",224,274.98999,224,271,109175,271
"X2014.11.13",271,271,271,271,142018,271
"X2014.11.14",271,283,271,278,89250,278
"X2014.11.15",278,278,277,277,59645,277
"X2014.11.16",277,277,250,250,65897,250
"X2014.11.17",250,277,250,260,123963,260
"X2014.11.18",260,280,246,278,95082,278
"X2014.11.19",278,285,245,245,103216,245
"X2014.11.20",245,245,230,230,107522,230
"X2014.11.21",230,240,225.110001,240,70458,240
"X2014.11.22",240,240,232.470001,234.050003,50991,234.050003
"X2014.11.23",234.050003,241.199997,232.229996,241.199997,62537,241.199997
"X2014.11.24",241.199997,251.610001,238.169998,243.380005,114633,243.380005
"X2014.11.25",243.380005,254.029999,242.050003,246.289993,149585,246.289993
"X2014.11.26",246.289993,253.839996,241.550003,246.320007,122659,246.320007
"X2014.11.27",246.320007,258.390015,241.309998,241.779999,92797,241.779999
"X2014.11.28",241.779999,253.110001,235.919998,247.979996,91672,247.979996
"X2014.11.29",247.979996,253.419998,242.75,246.009995,68032,246.009995
"X2014.11.30",246.009995,253.550003,245.940002,249.960007,77375,249.960007
"X2014.12.01",249.960007,253.75,246.580002,249.979996,129220,249.979996
"X2014.12.02",249.979996,256.200012,245.110001,249.179993,159645,249.179993
"X2014.12.03",249.179993,253.830002,246.580002,250.869995,128218,250.869995
"X2014.12.04",250.869995,250,240,240,130605,240
"X2014.12.05",240,252,240,252,113561,252
"X2014.12.06",252,252,240,240,60931,240
"X2014.12.07",240,241.020004,240,241.020004,60528,241.020004
"X2014.12.08",241.020004,242,238.080002,238.080002,123493,238.080002
"X2014.12.09",238.080002,237.759995,231.25,234.880005,102627,234.880005
"X2014.12.10",234.880005,235.059998,229,229,91797,229
"X2014.12.11",229,229.919998,229,229.919998,97575,229.919998
"X2014.12.12",229.919998,240.710007,230.119995,240.710007,90061,240.710007
"X2014.12.13",240.710007,233,226.550003,226.570007,51443,226.570007
"X2014.12.14",226.570007,227,226.570007,227,41420,227
"X2014.12.15",228.210007,450.079987,210.789993,241.5,121166,241.5
"X2014.12.16",227,239.130005,220.639999,220.639999,126269,220.639999
"X2014.12.17",220.639999,221.919998,205.630005,205.630005,89568,205.630005
"X2014.12.18",205.630005,207.050003,200,200,114219,200
"X2014.12.19",200,225.570007,200,225,90879,225
"X2014.12.20",225,225.570007,225,225.570007,71894,225.570007
"X2014.12.21",225.570007,223.539993,214.330002,214.360001,53449,214.360001
"X2014.12.22",214.360001,214.789993,206,206,92327,206
"X2014.12.23",206,214.789993,206,214.789993,83740,214.789993
"X2014.12.24",214.789993,220.509995,210.050003,210.110001,82337,210.110001
"X2014.12.25",214.889999,392.160004,189.929993,216.940002,19124,216.940002
"X2014.12.26",216.940002,392.929993,201.610001,224.020004,42177,224.020004
"X2014.12.27",210.110001,210,210,210,43385,210
"X2014.12.28",221.729996,403.880005,170.100006,227.009995,71430,227.009995
"X2014.12.29",227.009995,377.970001,135.75,219.539993,101335,219.539993
"X2014.12.30",210,216,210,210,87195,210
"X2014.12.31",210,210,202.089996,202.089996,49470,202.089996
"X2015.01.01",202.089996,221.979996,201.539993,221.979996,34299,221.979996
"X2015.01.02",216.570007,360.100006,194.229996,212.119995,91515,212.119995
"X2015.01.03",221.979996,221.979996,199,199,76827,199
"X2015.01.04",199,203.050003,186.160004,186.160004,84495,186.160004
"X2015.01.05",187.460007,381.920013,108.830002,299.450012,159709,299.450012
"X2015.01.06",186.160004,219.020004,180.100006,199.880005,129978,199.880005
"X2015.01.07",199.880005,202.100006,194.830002,202,99080,202
"X2015.01.08",202,202,196.199997,196.199997,105936,196.199997
"X2015.01.09",196.199997,219.619995,184.130005,219.619995,91008,219.619995
"X2015.01.10",219.619995,196.199997,194,194,59597,194
"X2015.01.11",194,196.389999,178.929993,178.929993,65741,178.929993
"X2015.01.12",178.929993,185.559998,178.309998,180.429993,111544,180.429993
"X2015.01.13",180.429993,219.179993,150,150,151576,150
"X2015.01.14",150,157.429993,130.460007,130.460007,170629,130.460007
"X2015.01.15",130.460007,150.070007,128.699997,129.740005,125351,129.740005
"X2015.01.16",129.740005,148,131.080002,137.860001,97447,137.860001
"X2015.01.17",137.860001,137.860001,132,132.860001,55860,132.860001
"X2015.01.18",132.860001,144.850006,132.860001,143,71629,143
"X2015.01.19",143,142.759995,133.899994,139.899994,112152,139.899994
"X2015.01.20",139.899994,144,140,144,108725,144
"X2015.01.21",144,144.850006,144,144.850006,119884,144.850006
"X2015.01.22",144.850006,159.740005,144.850006,159.740005,117113,159.740005
"X2015.01.23",159.740005,160.229996,159.690002,159.690002,98702,159.690002
"X2015.01.24",159.690002,171.139999,159.690002,167.029999,81145,167.029999
"X2015.01.25",167.029999,167.029999,165,165,74947,165
"X2015.01.26",165,204.669998,164.960007,180,181768,180
"X2015.01.27",180,180,173,173,113365,173
"X2015.01.28",173,173,160.229996,172.679993,90535,172.679993
"X2015.01.29",172.679993,180,150,150,119755,150
"X2015.01.30",173.009995,386.100006,123.239998,152.979996,103604,152.979996
"X2015.01.31",150,172.679993,149.839996,149.839996,51142,149.839996
"X2015.02.01",149.839996,151.509995,145,151.509995,65271,151.509995
"X2015.02.02",151.509995,222.490005,150.919998,158.570007,120906,158.570007
"X2015.02.03",158.570007,161.289993,154.009995,158.199997,135185,158.199997
"X2015.02.04",158.199997,156.979996,149,149,121489,149
"X2015.02.05",149,157.619995,145.059998,145.25,97149,145.25
"X2015.02.06",145.25,165.720001,143.350006,149.479996,96226,149.479996
"X2015.02.07",159,259.73999,130.720001,156.369995,66860,156.369995
"X2015.02.08",156.369995,1000,132.360001,146.5,45405,146.5
"X2015.02.09",149.479996,146.899994,101.190002,121.230003,123340,121.230003
"X2015.02.10",121.230003,143.610001,124.120003,141.570007,102473,141.570007
"X2015.02.11",141.570007,145.789993,140.679993,141.080002,123366,141.080002
"X2015.02.12",141.080002,147.910004,142.369995,142.830002,110066,142.830002
"X2015.02.13",142.830002,154.619995,142.449997,153.100006,110997,153.100006
"X2015.02.14",153.100006,167.369995,152.570007,167.369995,89405,167.369995
"X2015.02.15",167.369995,168.419998,162.639999,166.020004,55535,166.020004
"X2015.02.16",166.020004,157.800003,148.270004,152,105064,152
"X2015.02.17",152,158.740005,151.800003,157.399994,106453,157.399994
"X2015.02.18",157.399994,159.100006,150.800003,154.199997,110978,154.199997
"X2015.02.19",154.199997,156,152.449997,154.600006,102638,154.600006
"X2015.02.20",154.600006,157.570007,153,156.899994,99860,156.899994
"X2015.02.21",156.899994,158,153.699997,157.970001,57796,157.970001
"X2015.02.22",157.970001,161.080002,155.149994,158.119995,64376,158.119995
"X2015.02.23",158.119995,162.729996,149.580002,152.600006,124051,152.600006
"X2015.02.24",152.600006,154.100006,148.720001,153.289993,120417,153.289993
"X2015.02.25",153.289993,154.429993,151.699997,154.009995,137245,154.009995
"X2015.02.26",154.009995,153.75,151.399994,151.770004,98532,151.770004
"X2015.02.27",151.770004,166.580002,154.179993,163.809998,123062,163.809998
"X2015.02.28",163.809998,167.759995,164.759995,166.889999,66203,166.889999
"X2015.03.01",166.889999,169.070007,165.630005,168.779999,67868,168.779999
"X2015.03.02",168.779999,175.779999,168.25,174.800003,151375,174.800003
"X2015.03.03",174.800003,208.639999,174.789993,208.639999,146372,208.639999
"X2015.03.04",208.639999,200.570007,177.800003,178.960007,116779,178.960007
"X2015.03.05",178.960007,191.350006,174.059998,191.350006,110482,191.350006
"X2015.03.06",191.350006,181.360001,174.399994,176.899994,113810,176.899994
"X2015.03.07",176.899994,178.440002,174.160004,177.029999,52102,177.029999
"X2015.03.08",177.029999,179.179993,175.279999,176.770004,69178,176.770004
"X2015.03.09",176.770004,189.720001,180.610001,185.339996,120890,185.339996
"X2015.03.10",185.339996,191.820007,171.179993,188,147150,188
"X2015.03.11",188,191.279999,185.490005,189.610001,148914,189.610001
"X2015.03.12",189.610001,193.490005,188.910004,191.309998,99814,191.309998
"X2015.03.13",191.309998,191.639999,190.610001,190.699997,98016,190.699997
"X2015.03.14",190.699997,189.339996,182.259995,182.369995,62461,182.369995
"X2015.03.15",182.369995,183.820007,181.589996,182.460007,62163,182.460007
"X2015.03.16",182.460007,190.660004,185.520004,186.869995,115972,186.869995
"X2015.03.17",186.869995,192.570007,186.779999,191.660004,122111,191.660004
"X2015.03.18",191.660004,182.020004,166.660004,170.389999,108293,170.389999
"X2015.03.19",170.389999,177.369995,170.380005,175.880005,78082,175.880005
"X2015.03.20",175.880005,182.869995,172.949997,177.770004,84647,177.770004
"X2015.03.21",177.770004,177.110001,171.410004,176.580002,55056,176.580002
"X2015.03.22",176.580002,182.910004,177.039993,182.350006,59402,182.350006
"X2015.03.23",182.350006,191.729996,177.669998,181.240005,109020,181.240005
"X2015.03.24",181.240005,179.699997,168.729996,172.070007,95429,172.070007
"X2015.03.25",172.070007,176.399994,163.139999,167.699997,85125,167.699997
"X2015.03.26",167.699997,172.110001,165.330002,166.940002,86753,166.940002
"X2015.03.27",166.940002,170.440002,163.860001,164.009995,84871,164.009995
"X2015.03.28",164.009995,172.369995,165.25,170.210007,32625,170.210007
"X2015.03.29",170.210007,172.649994,162.710007,165.369995,40334,165.369995
"X2015.03.29.1",165.369995,168.809998,161.580002,168.809998,87653,168.809998
"X2015.03.30",168.809998,170.110001,164.699997,166.75,91087,166.75
"X2015.03.31",166.75,170.949997,164.910004,168,119712,168
"X2015.04.01",168,183.619995,169.830002,170.050003,101549,170.050003
"X2015.04.02",170.050003,170.570007,168.520004,169.080002,85388,169.080002
"X2015.04.03",169.080002,169.639999,167.850006,169.639999,46399,169.639999
"X2015.04.04",169.639999,168.649994,168.639999,168.639999,47280,168.639999
"X2015.04.05",168.639999,168.759995,165.199997,165.199997,58082,165.199997
"X2015.04.06",165.199997,169.169998,162.669998,168.929993,145397,168.929993
"X2015.04.07",168.929993,170.679993,161.399994,164.949997,92695,164.949997
"X2015.04.08",164.949997,166.279999,158.25,166.279999,107206,166.279999
"X2015.04.09",166.279999,169.960007,161.330002,161.330002,98911,161.330002
"X2015.04.10",161.330002,161.869995,160.320007,161.869995,66593,161.869995
"X2015.04.11",161.869995,162,156.589996,156.589996,52717,156.589996
"X2015.04.12",156.589996,163.160004,152.470001,159.220001,123160,159.220001
"X2015.04.13",159.220001,214.610001,147.559998,148.119995,105460,148.119995
"X2015.04.14",148.119995,152.210007,148.559998,152.199997,102251,152.199997
"X2015.04.15",152.199997,153.229996,149.800003,153.229996,76541,153.229996
"X2015.04.16",153.229996,165,144.960007,144.960007,70469,144.960007
"X2015.04.17",174.830002,350.26001,134.050003,168.970001,60414,168.970001
"X2015.04.18",144.960007,153.369995,148.369995,150.699997,54519,150.699997
"X2015.04.19",150.699997,159.020004,152.630005,154.399994,86886,154.399994
"X2015.04.20",154.399994,157.839996,152.630005,154.929993,114426,154.929993
"X2015.04.21",154.929993,161.139999,154.449997,156.309998,94297,156.309998
"X2015.04.22",156.309998,162.100006,155.070007,159.690002,82539,159.690002
"X2015.04.23",159.690002,158.669998,152.369995,152.660004,122934,152.660004
"X2015.04.24",152.660004,154.949997,151.899994,152.029999,82662,152.029999
"X2015.04.25",152.029999,153.649994,141.880005,144.029999,66218,144.029999
"X2015.04.26",144.029999,154.940002,144.160004,150.800003,131617,150.800003
"X2015.04.27",150.800003,154.699997,136.460007,149.380005,108071,149.380005
"X2015.04.28",149.380005,150.259995,145.639999,148.410004,115624,148.410004
"X2015.04.29",148.410004,155.869995,146.539993,154.089996,121501,154.089996
"X2015.04.30",154.089996,162.759995,154.740005,159.919998,90077,159.919998
"X2015.05.01",159.919998,156.220001,154.529999,155.960007,47200,155.960007
"X2015.05.02",155.960007,160.5,157.589996,158.770004,66490,158.770004
"X2015.05.03",158.770004,160.949997,154.380005,158.259995,65465,158.259995
"X2015.05.04",158.259995,159.970001,153.919998,158.229996,101504,158.229996
"X2015.05.05",158.229996,158.600006,154.059998,154.080002,103197,154.080002
"X2015.05.06",154.080002,155.179993,151.350006,154.649994,111515,154.649994
"X2015.05.07",154.649994,158.220001,152.639999,157.039993,102951,157.039993
"X2015.05.08",157.039993,159.789993,153.440002,153.580002,60676,153.580002
"X2015.05.09",153.580002,158.509995,153.300003,154.399994,72819,154.399994
"X2015.05.10",154.399994,157.369995,136.289993,151.529999,132667,151.529999
"X2015.05.11",151.529999,155.550003,151.449997,152.990005,132382,152.990005
"X2015.05.12",152.990005,155.520004,152.669998,154.360001,114803,154.360001
"X2015.05.13",154.360001,155.279999,149.320007,150.729996,99391,150.729996
"X2015.05.14",150.729996,151.509995,150.580002,151.070007,96651,151.070007
"X2015.05.15",151.070007,152.990005,4.52,145.080002,168537,145.080002
"X2015.05.16",145.080002,149.009995,143.399994,148.75,59414,148.75
"X2015.05.17",148.75,152.259995,147.949997,151.309998,116837,151.309998
"X2015.05.18",151.309998,158.669998,150.100006,156.139999,106125,156.139999
"X2015.05.19",156.139999,158.229996,127.82,151.710007,149473,151.710007
"X2015.05.20",151.710007,154.009995,149.889999,151.389999,106642,151.389999
"X2015.05.21",151.389999,170.419998,150.710007,156.350006,89965,156.350006
"X2015.05.22",156.350006,156.600006,154.020004,154.580002,54695,154.580002
"X2015.05.23",154.580002,157.119995,154.339996,156.779999,55611,156.779999
"X2015.05.24",156.779999,156.25,152.710007,153.399994,67312,153.399994
"X2015.05.25",153.399994,156.589996,153.960007,155.380005,127695,155.380005
"X2015.05.26",155.380005,155.300003,154.100006,155.050003,105836,155.050003
"X2015.05.27",155.050003,158.070007,153.289993,155.520004,119411,155.520004
"X2015.05.28",155.520004,157.130005,155,155.539993,112918,155.539993
"X2015.05.29",155.539993,155.259995,151.169998,154.75,75552,154.75
"X2015.05.30",154.75,153.320007,151.149994,152.809998,85125,152.809998
"X2015.05.31",152.809998,155.380005,149,153.839996,150034,153.839996
"X2015.06.01",153.839996,154.979996,146.570007,146.759995,126045,146.759995
"X2015.06.02",146.759995,151.119995,146.490005,150.229996,132686,150.229996
"X2015.06.03",150.229996,155.720001,146.270004,155.720001,98101,155.720001
"X2015.06.04",155.720001,155.860001,147.149994,148.179993,91008,148.179993
"X2015.06.05",148.179993,149.020004,148.080002,148.479996,61447,148.479996
"X2015.06.06",148.479996,147.839996,146.860001,146.860001,49269,146.860001
"X2015.06.07",146.860001,153.380005,146.470001,149.169998,135650,149.169998
"X2015.06.08",149.169998,150.820007,146.300003,149.059998,142112,149.059998
"X2015.06.09",149.059998,149.610001,147.660004,148.229996,135137,148.229996
"X2015.06.10",148.229996,154.270004,147.75,153.330002,132825,153.330002
"X2015.06.11",153.330002,152.759995,147.960007,148.550003,89867,148.550003
"X2015.06.12",148.550003,149.960007,147.820007,149.789993,56821,149.789993
"X2015.06.13",149.789993,150.850006,149.899994,150.080002,71972,150.080002
"X2015.06.14",150.080002,154.669998,150.130005,152.100006,154106,152.100006
"X2015.06.15",152.100006,160.589996,151.770004,159.339996,158505,159.339996
"X2015.06.16",159.339996,164.850006,156.809998,158.570007,150533,158.570007
"X2015.06.17",158.570007,159.710007,155.089996,157.520004,138993,157.520004
"X2015.06.18",157.520004,158.309998,153.910004,154.619995,96099,154.619995
"X2015.06.19",154.619995,155.75,152.119995,154.710007,63862,154.710007
"X2015.06.20",154.710007,155.070007,152.600006,153.910004,70859,153.910004
"X2015.06.21",153.910004,156.259995,154.020004,155.910004,115620,155.910004
"X2015.06.22",155.910004,158.25,154.449997,158.179993,157833,158.179993
"X2015.06.23",158.179993,157.380005,153.130005,153.759995,117532,153.759995
"X2015.06.24",153.759995,156.320007,153.089996,153.860001,132303,153.860001
"X2015.06.25",153.860001,154.449997,149.070007,154.220001,151147,154.220001
"X2015.06.26",154.220001,159.770004,154.210007,159.770004,64917,159.770004
"X2015.06.27",159.770004,159.669998,156.289993,158.309998,77927,158.309998
"X2015.06.28",158.309998,163.630005,158.490005,162.880005,160437,162.880005
"X2015.06.29",162.880005,170.839996,163.449997,166.350006,159852,166.350006
"X2015.06.30",166.350006,168.699997,163.649994,165.389999,148490,165.389999
"X2015.07.01",165.389999,166.449997,162.809998,163.570007,124651,163.570007
"X2015.07.02",163.570007,165.320007,162.229996,164.710007,105530,164.710007
"X2015.07.03",164.710007,166.110001,163.449997,166.110001,65053,166.110001
"X2015.07.04",166.110001,183.630005,165.490005,183.630005,109713,183.630005
"X2015.07.05",183.630005,186.509995,173.600006,173.809998,142550,173.809998
"X2015.07.06",173.809998,176.020004,171.690002,171.830002,148578,171.830002
"X2015.07.07",171.830002,178.360001,171.940002,174.880005,113451,174.880005
"X2015.07.08",174.880005,177.070007,174.550003,176,117431,176
"X2015.07.09",176,190.199997,175.210007,183.350006,138339,183.350006
"X2015.07.10",183.350006,192.770004,183.240005,190,100960,190
"X2015.07.11",190,203.029999,190.270004,199.899994,85685,199.899994
"X2015.07.12",199.899994,200.309998,181.130005,188.169998,181387,188.169998
"X2015.07.13",188.169998,191.210007,184.529999,184.589996,131779,184.589996
"X2015.07.14",184.589996,187.979996,182.5,182.5,123259,182.5
"X2015.07.15",182.5,186.740005,176.419998,179.210007,146805,179.210007
"X2015.07.16",179.210007,180.220001,174.479996,179.850006,106323,179.850006
"X2015.07.17",179.850006,181.160004,177.220001,177.360001,77279,177.360001
