,X1,X2,X3,X4,X5,X6
64,Thursday 18 April 2019,XAU/GBP,982.028,XAU GBP rate for Thursday 18 April 2019,NA,NA
65,Wednesday 17 April 2019,XAU/GBP,977.296,XAU GBP rate for Wednesday 17 April 2019,NA,NA
66,Tuesday 16 April 2019,XAU/GBP,978.90669,XAU GBP rate for Tuesday 16 April 2019,NA,NA
67,Monday 15 April 2019,XAU/GBP,983.40154,XAU GBP rate for Monday 15 April 2019,NA,NA
68,Sunday 14 April 2019,XAU/GBP,987.25501,XAU GBP rate for Sunday 14 April 2019,NA,NA
69,Saturday 13 April 2019,XAU/GBP,987.2374,XAU GBP rate for Saturday 13 April 2019,NA,NA
70,Friday 12 April 2019,XAU/GBP,987.2374,XAU GBP rate for Friday 12 April 2019,NA,NA
71,Thursday 11 April 2019,XAU/GBP,989.6452,XAU GBP rate for Thursday 11 April 2019,NA,NA
72,Wednesday 10 April 2019,XAU/GBP,999.46899,XAU GBP rate for Wednesday 10 April 2019,NA,NA
73,Tuesday  9 April 2019,XAU/GBP,999.23792,XAU GBP rate for Tuesday  9 April 2019,NA,NA
74,Monday  8 April 2019,XAU/GBP,994.19629,XAU GBP rate for Monday  8 April 2019,NA,NA
75,Sunday  7 April 2019,XAU/GBP,992.00669,XAU GBP rate for Sunday  7 April 2019,NA,NA
76,Saturday  6 April 2019,XAU/GBP,990.84476,XAU GBP rate for Saturday  6 April 2019,NA,NA
77,Friday  5 April 2019,XAU/GBP,990.84476,XAU GBP rate for Friday  5 April 2019,NA,NA
78,Thursday  4 April 2019,XAU/GBP,989.07219,XAU GBP rate for Thursday  4 April 2019,NA,NA
79,Wednesday  3 April 2019,XAU/GBP,979.86855,XAU GBP rate for Wednesday  3 April 2019,NA,NA
80,Tuesday  2 April 2019,XAU/GBP,984.31644,XAU GBP rate for Tuesday  2 April 2019,NA,NA
81,Monday  1 April 2019,XAU/GBP,984.78906,XAU GBP rate for Monday  1 April 2019,NA,NA
82,Sunday 31 March 2019,XAU/GBP,992.53161,XAU GBP rate for Sunday 31 March 2019,NA,NA
83,Saturday 30 March 2019,XAU/GBP,991.64742,XAU GBP rate for Saturday 30 March 2019,NA,NA
84,Friday 29 March 2019,XAU/GBP,991.64742,XAU GBP rate for Friday 29 March 2019,NA,NA
85,Thursday 28 March 2019,XAU/GBP,989.47429,XAU GBP rate for Thursday 28 March 2019,NA,NA
86,Wednesday 27 March 2019,XAU/GBP,995.57063,XAU GBP rate for Wednesday 27 March 2019,NA,NA
87,Tuesday 26 March 2019,XAU/GBP,996.65395,XAU GBP rate for Tuesday 26 March 2019,NA,NA
88,Monday 25 March 2019,XAU/GBP,1000.15137,XAU GBP rate for Monday 25 March 2019,NA,NA
89,Sunday 24 March 2019,XAU/GBP,993.20001,XAU GBP rate for Sunday 24 March 2019,NA,NA
90,Saturday 23 March 2019,XAU/GBP,994.09952,XAU GBP rate for Saturday 23 March 2019,NA,NA
91,Friday 22 March 2019,XAU/GBP,994.09952,XAU GBP rate for Friday 22 March 2019,NA,NA
92,Thursday 21 March 2019,XAU/GBP,996.72121,XAU GBP rate for Thursday 21 March 2019,NA,NA
93,Wednesday 20 March 2019,XAU/GBP,996.25145,XAU GBP rate for Wednesday 20 March 2019,NA,NA
94,Tuesday 19 March 2019,XAU/GBP,984.42929,XAU GBP rate for Tuesday 19 March 2019,NA,NA
95,Monday 18 March 2019,XAU/GBP,982.78806,XAU GBP rate for Monday 18 March 2019,NA,NA
96,Sunday 17 March 2019,XAU/GBP,978.22743,XAU GBP rate for Sunday 17 March 2019,NA,NA
97,Saturday 16 March 2019,XAU/GBP,979.55023,XAU GBP rate for Saturday 16 March 2019,NA,NA
98,Friday 15 March 2019,XAU/GBP,979.55023,XAU GBP rate for Friday 15 March 2019,NA,NA
99,Thursday 14 March 2019,XAU/GBP,977.71467,XAU GBP rate for Thursday 14 March 2019,NA,NA
100,Wednesday 13 March 2019,XAU/GBP,985.55742,XAU GBP rate for Wednesday 13 March 2019,NA,NA
101,Tuesday 12 March 2019,XAU/GBP,996.63584,XAU GBP rate for Tuesday 12 March 2019,NA,NA
102,Monday 11 March 2019,XAU/GBP,975.97279,XAU GBP rate for Monday 11 March 2019,NA,NA
103,Sunday 10 March 2019,XAU/GBP,999.14516,XAU GBP rate for Sunday 10 March 2019,NA,NA
104,Saturday  9 March 2019,XAU/GBP,997.59524,XAU GBP rate for Saturday  9 March 2019,NA,NA
105,Friday  8 March 2019,XAU/GBP,997.59524,XAU GBP rate for Friday  8 March 2019,NA,NA
106,Thursday  7 March 2019,XAU/GBP,982.43771,XAU GBP rate for Thursday  7 March 2019,NA,NA
107,Wednesday  6 March 2019,XAU/GBP,976.62844,XAU GBP rate for Wednesday  6 March 2019,NA,NA
108,Tuesday  5 March 2019,XAU/GBP,979.13484,XAU GBP rate for Tuesday  5 March 2019,NA,NA
109,Monday  4 March 2019,XAU/GBP,976.70686,XAU GBP rate for Monday  4 March 2019,NA,NA
110,Sunday  3 March 2019,XAU/GBP,978.53768,XAU GBP rate for Sunday  3 March 2019,NA,NA
111,Saturday  2 March 2019,XAU/GBP,979.5257,XAU GBP rate for Saturday  2 March 2019,NA,NA
112,Friday  1 March 2019,XAU/GBP,979.5257,XAU GBP rate for Friday  1 March 2019,NA,NA
113,Thursday 28 February 2019,XAU/GBP,990.75345,XAU GBP rate for Thursday 28 February 2019,NA,NA
114,Wednesday 27 February 2019,XAU/GBP,992.11868,XAU GBP rate for Wednesday 27 February 2019,NA,NA
115,Tuesday 26 February 2019,XAU/GBP,1002.60564,XAU GBP rate for Tuesday 26 February 2019,NA,NA
116,Monday 25 February 2019,XAU/GBP,1011.38952,XAU GBP rate for Monday 25 February 2019,NA,NA
117,Sunday 24 February 2019,XAU/GBP,1016.27668,XAU GBP rate for Sunday 24 February 2019,NA,NA
118,Saturday 23 February 2019,XAU/GBP,1017.24541,XAU GBP rate for Saturday 23 February 2019,NA,NA
119,Friday 22 February 2019,XAU/GBP,1017.24541,XAU GBP rate for Friday 22 February 2019,NA,NA
120,Thursday 21 February 2019,XAU/GBP,1016.80144,XAU GBP rate for Thursday 21 February 2019,NA,NA
121,Wednesday 20 February 2019,XAU/GBP,1027.82069,XAU GBP rate for Wednesday 20 February 2019,NA,NA
122,Tuesday 19 February 2019,XAU/GBP,1025.809,XAU GBP rate for Tuesday 19 February 2019,NA,NA
123,Monday 18 February 2019,XAU/GBP,1026.47228,XAU GBP rate for Monday 18 February 2019,NA,NA
124,Sunday 17 February 2019,XAU/GBP,1023.95409,XAU GBP rate for Sunday 17 February 2019,NA,NA
125,Saturday 16 February 2019,XAU/GBP,1025.24522,XAU GBP rate for Saturday 16 February 2019,NA,NA
126,Friday 15 February 2019,XAU/GBP,1025.24522,XAU GBP rate for Friday 15 February 2019,NA,NA
127,Thursday 14 February 2019,XAU/GBP,1025.2398,XAU GBP rate for Thursday 14 February 2019,NA,NA
128,Wednesday 13 February 2019,XAU/GBP,1017.41931,XAU GBP rate for Wednesday 13 February 2019,NA,NA
129,Tuesday 12 February 2019,XAU/GBP,1016.35663,XAU GBP rate for Tuesday 12 February 2019,NA,NA
130,Monday 11 February 2019,XAU/GBP,1016.6322,XAU GBP rate for Monday 11 February 2019,NA,NA
131,Sunday 10 February 2019,XAU/GBP,1015.47565,XAU GBP rate for Sunday 10 February 2019,NA,NA
132,Saturday  9 February 2019,XAU/GBP,1015.06521,XAU GBP rate for Saturday  9 February 2019,NA,NA
133,Friday  8 February 2019,XAU/GBP,1015.06521,XAU GBP rate for Friday  8 February 2019,NA,NA
134,Thursday  7 February 2019,XAU/GBP,1012.06299,XAU GBP rate for Thursday  7 February 2019,NA,NA
135,Wednesday  6 February 2019,XAU/GBP,1010.32203,XAU GBP rate for Wednesday  6 February 2019,NA,NA
136,Tuesday  5 February 2019,XAU/GBP,1015.01627,XAU GBP rate for Tuesday  5 February 2019,NA,NA
137,Monday  4 February 2019,XAU/GBP,1006.90822,XAU GBP rate for Monday  4 February 2019,NA,NA
138,Sunday  3 February 2019,XAU/GBP,1007.29517,XAU GBP rate for Sunday  3 February 2019,NA,NA
139,Saturday  2 February 2019,XAU/GBP,1007.26069,XAU GBP rate for Saturday  2 February 2019,NA,NA
140,Friday  1 February 2019,XAU/GBP,1007.26069,XAU GBP rate for Friday  1 February 2019,NA,NA
141,Thursday 31 January 2019,XAU/GBP,1007.82698,XAU GBP rate for Thursday 31 January 2019,NA,NA
142,Wednesday 30 January 2019,XAU/GBP,1005.83995,XAU GBP rate for Wednesday 30 January 2019,NA,NA
143,Tuesday 29 January 2019,XAU/GBP,1002.22482,XAU GBP rate for Tuesday 29 January 2019,NA,NA
144,Monday 28 January 2019,XAU/GBP,990.87414,XAU GBP rate for Monday 28 January 2019,NA,NA
145,Sunday 27 January 2019,XAU/GBP,984.36488,XAU GBP rate for Sunday 27 January 2019,NA,NA
146,Saturday 26 January 2019,XAU/GBP,987.20732,XAU GBP rate for Saturday 26 January 2019,NA,NA
147,Friday 25 January 2019,XAU/GBP,987.20732,XAU GBP rate for Friday 25 January 2019,NA,NA
148,Thursday 24 January 2019,XAU/GBP,976.86323,XAU GBP rate for Thursday 24 January 2019,NA,NA
149,Wednesday 23 January 2019,XAU/GBP,981.34077,XAU GBP rate for Wednesday 23 January 2019,NA,NA
150,Tuesday 22 January 2019,XAU/GBP,991.52902,XAU GBP rate for Tuesday 22 January 2019,NA,NA
151,Monday 21 January 2019,XAU/GBP,992.80486,XAU GBP rate for Monday 21 January 2019,NA,NA
152,Sunday 20 January 2019,XAU/GBP,997.97306,XAU GBP rate for Sunday 20 January 2019,NA,NA
153,Saturday 19 January 2019,XAU/GBP,995.48636,XAU GBP rate for Saturday 19 January 2019,NA,NA
154,Friday 18 January 2019,XAU/GBP,995.48636,XAU GBP rate for Friday 18 January 2019,NA,NA
155,Thursday 17 January 2019,XAU/GBP,995.45563,XAU GBP rate for Thursday 17 January 2019,NA,NA
156,Wednesday 16 January 2019,XAU/GBP,1003.30157,XAU GBP rate for Wednesday 16 January 2019,NA,NA
157,Tuesday 15 January 2019,XAU/GBP,1001.99668,XAU GBP rate for Tuesday 15 January 2019,NA,NA
158,Monday 14 January 2019,XAU/GBP,1003.2079,XAU GBP rate for Monday 14 January 2019,NA,NA
159,Sunday 13 January 2019,XAU/GBP,1002.56458,XAU GBP rate for Sunday 13 January 2019,NA,NA
160,Saturday 12 January 2019,XAU/GBP,1002.69016,XAU GBP rate for Saturday 12 January 2019,NA,NA
161,Friday 11 January 2019,XAU/GBP,1002.69016,XAU GBP rate for Friday 11 January 2019,NA,NA
162,Thursday 10 January 2019,XAU/GBP,1009.94586,XAU GBP rate for Thursday 10 January 2019,NA,NA
163,Wednesday  9 January 2019,XAU/GBP,1010.29035,XAU GBP rate for Wednesday  9 January 2019,NA,NA
164,Tuesday  8 January 2019,XAU/GBP,1008.96909,XAU GBP rate for Tuesday  8 January 2019,NA,NA
165,Monday  7 January 2019,XAU/GBP,1008.11463,XAU GBP rate for Monday  7 January 2019,NA,NA
166,Sunday  6 January 2019,XAU/GBP,1008.74172,XAU GBP rate for Sunday  6 January 2019,NA,NA
167,Saturday  5 January 2019,XAU/GBP,1009.47495,XAU GBP rate for Saturday  5 January 2019,NA,NA
168,Friday  4 January 2019,XAU/GBP,1009.47495,XAU GBP rate for Friday  4 January 2019,NA,NA
169,Thursday  3 January 2019,XAU/GBP,1025.75687,XAU GBP rate for Thursday  3 January 2019,NA,NA
170,Wednesday  2 January 2019,XAU/GBP,1027.50501,XAU GBP rate for Wednesday  2 January 2019,NA,NA
171,Tuesday  1 January 2019,XAU/GBP,1004.7758,XAU GBP rate for Tuesday  1 January 2019,NA,NA
172,Monday 31 December 2018,XAU/GBP,1005.95871,XAU GBP rate for Monday 31 December 2018,NA,NA
173,Sunday 30 December 2018,XAU/GBP,1008.56206,XAU GBP rate for Sunday 30 December 2018,NA,NA
174,Saturday 29 December 2018,XAU/GBP,1008.84098,XAU GBP rate for Saturday 29 December 2018,NA,NA
175,Friday 28 December 2018,XAU/GBP,1008.84098,XAU GBP rate for Friday 28 December 2018,NA,NA
176,Thursday 27 December 2018,XAU/GBP,1008.06251,XAU GBP rate for Thursday 27 December 2018,NA,NA
177,Wednesday 26 December 2018,XAU/GBP,1003.5223,XAU GBP rate for Wednesday 26 December 2018,NA,NA
178,Tuesday 25 December 2018,XAU/GBP,998.78621,XAU GBP rate for Tuesday 25 December 2018,NA,NA
179,Monday 24 December 2018,XAU/GBP,999.24811,XAU GBP rate for Monday 24 December 2018,NA,NA
180,Sunday 23 December 2018,XAU/GBP,995.28041,XAU GBP rate for Sunday 23 December 2018,NA,NA
181,Saturday 22 December 2018,XAU/GBP,993.01297,XAU GBP rate for Saturday 22 December 2018,NA,NA
182,Friday 21 December 2018,XAU/GBP,993.01297,XAU GBP rate for Friday 21 December 2018,NA,NA
183,Thursday 20 December 2018,XAU/GBP,996.24259,XAU GBP rate for Thursday 20 December 2018,NA,NA
184,Wednesday 19 December 2018,XAU/GBP,985.38724,XAU GBP rate for Wednesday 19 December 2018,NA,NA
185,Tuesday 18 December 2018,XAU/GBP,987.52144,XAU GBP rate for Tuesday 18 December 2018,NA,NA
186,Monday 17 December 2018,XAU/GBP,987.53245,XAU GBP rate for Monday 17 December 2018,NA,NA
187,Sunday 16 December 2018,XAU/GBP,983.05516,XAU GBP rate for Sunday 16 December 2018,NA,NA
188,Saturday 15 December 2018,XAU/GBP,984.2856,XAU GBP rate for Saturday 15 December 2018,NA,NA
189,Friday 14 December 2018,XAU/GBP,984.2856,XAU GBP rate for Friday 14 December 2018,NA,NA
190,Thursday 13 December 2018,XAU/GBP,981.97739,XAU GBP rate for Thursday 13 December 2018,NA,NA
191,Wednesday 12 December 2018,XAU/GBP,987.1479,XAU GBP rate for Wednesday 12 December 2018,NA,NA
192,Tuesday 11 December 2018,XAU/GBP,995.1611,XAU GBP rate for Tuesday 11 December 2018,NA,NA
193,Monday 10 December 2018,XAU/GBP,990.54136,XAU GBP rate for Monday 10 December 2018,NA,NA
194,Sunday  9 December 2018,XAU/GBP,982.05083,XAU GBP rate for Sunday  9 December 2018,NA,NA
195,Saturday  8 December 2018,XAU/GBP,979.72194,XAU GBP rate for Saturday  8 December 2018,NA,NA
196,Friday  7 December 2018,XAU/GBP,979.72194,XAU GBP rate for Friday  7 December 2018,NA,NA
197,Thursday  6 December 2018,XAU/GBP,968.26794,XAU GBP rate for Thursday  6 December 2018,NA,NA
198,Wednesday  5 December 2018,XAU/GBP,973.09477,XAU GBP rate for Wednesday  5 December 2018,NA,NA
199,Tuesday  4 December 2018,XAU/GBP,974.04195,XAU GBP rate for Tuesday  4 December 2018,NA,NA
200,Monday  3 December 2018,XAU/GBP,967.59883,XAU GBP rate for Monday  3 December 2018,NA,NA
201,Sunday  2 December 2018,XAU/GBP,958.5312,XAU GBP rate for Sunday  2 December 2018,NA,NA
202,Saturday  1 December 2018,XAU/GBP,958.04999,XAU GBP rate for Saturday  1 December 2018,NA,NA
203,Friday 30 November 2018,XAU/GBP,958.04999,XAU GBP rate for Friday 30 November 2018,NA,NA
204,Thursday 29 November 2018,XAU/GBP,957.77727,XAU GBP rate for Thursday 29 November 2018,NA,NA
205,Wednesday 28 November 2018,XAU/GBP,952.23242,XAU GBP rate for Wednesday 28 November 2018,NA,NA
206,Tuesday 27 November 2018,XAU/GBP,953.22984,XAU GBP rate for Tuesday 27 November 2018,NA,NA
207,Monday 26 November 2018,XAU/GBP,954.31185,XAU GBP rate for Monday 26 November 2018,NA,NA
208,Sunday 25 November 2018,XAU/GBP,955.31552,XAU GBP rate for Sunday 25 November 2018,NA,NA
209,Saturday 24 November 2018,XAU/GBP,954.54581,XAU GBP rate for Saturday 24 November 2018,NA,NA
210,Friday 23 November 2018,XAU/GBP,954.54581,XAU GBP rate for Friday 23 November 2018,NA,NA
211,Thursday 22 November 2018,XAU/GBP,953.36122,XAU GBP rate for Thursday 22 November 2018,NA,NA
212,Wednesday 21 November 2018,XAU/GBP,959.43397,XAU GBP rate for Wednesday 21 November 2018,NA,NA
213,Tuesday 20 November 2018,XAU/GBP,955.42417,XAU GBP rate for Tuesday 20 November 2018,NA,NA
214,Monday 19 November 2018,XAU/GBP,952.13113,XAU GBP rate for Monday 19 November 2018,NA,NA
215,Sunday 18 November 2018,XAU/GBP,952.62621,XAU GBP rate for Sunday 18 November 2018,NA,NA
216,Saturday 17 November 2018,XAU/GBP,952.1779,XAU GBP rate for Saturday 17 November 2018,NA,NA
217,Friday 16 November 2018,XAU/GBP,952.1779,XAU GBP rate for Friday 16 November 2018,NA,NA
218,Thursday 15 November 2018,XAU/GBP,951.036,XAU GBP rate for Thursday 15 November 2018,NA,NA
219,Wednesday 14 November 2018,XAU/GBP,932.73082,XAU GBP rate for Wednesday 14 November 2018,NA,NA
220,Tuesday 13 November 2018,XAU/GBP,924.478,XAU GBP rate for Tuesday 13 November 2018,NA,NA
221,Monday 12 November 2018,XAU/GBP,935.34146,XAU GBP rate for Monday 12 November 2018,NA,NA
222,Sunday 11 November 2018,XAU/GBP,935.87281,XAU GBP rate for Sunday 11 November 2018,NA,NA
223,Saturday 10 November 2018,XAU/GBP,932.02608,XAU GBP rate for Saturday 10 November 2018,NA,NA
224,Friday  9 November 2018,XAU/GBP,932.02608,XAU GBP rate for Friday  9 November 2018,NA,NA
225,Thursday  8 November 2018,XAU/GBP,936.14343,XAU GBP rate for Thursday  8 November 2018,NA,NA
226,Wednesday  7 November 2018,XAU/GBP,934.10197,XAU GBP rate for Wednesday  7 November 2018,NA,NA
227,Tuesday  6 November 2018,XAU/GBP,936.38398,XAU GBP rate for Tuesday  6 November 2018,NA,NA
228,Monday  5 November 2018,XAU/GBP,942.8834,XAU GBP rate for Monday  5 November 2018,NA,NA
229,Sunday  4 November 2018,XAU/GBP,948.92742,XAU GBP rate for Sunday  4 November 2018,NA,NA
230,Saturday  3 November 2018,XAU/GBP,951.28508,XAU GBP rate for Saturday  3 November 2018,NA,NA
231,Friday  2 November 2018,XAU/GBP,951.28508,XAU GBP rate for Friday  2 November 2018,NA,NA
232,Thursday  1 November 2018,XAU/GBP,948.32837,XAU GBP rate for Thursday  1 November 2018,NA,NA
233,Wednesday 31 October 2018,XAU/GBP,952.56391,XAU GBP rate for Wednesday 31 October 2018,NA,NA
234,Tuesday 30 October 2018,XAU/GBP,962.22027,XAU GBP rate for Tuesday 30 October 2018,NA,NA
235,Monday 29 October 2018,XAU/GBP,960.94598,XAU GBP rate for Monday 29 October 2018,NA,NA
236,Sunday 28 October 2018,XAU/GBP,960.81289,XAU GBP rate for Sunday 28 October 2018,NA,NA
237,Saturday 27 October 2018,XAU/GBP,961.74759,XAU GBP rate for Saturday 27 October 2018,NA,NA
238,Friday 26 October 2018,XAU/GBP,961.74759,XAU GBP rate for Friday 26 October 2018,NA,NA
239,Thursday 25 October 2018,XAU/GBP,960.68338,XAU GBP rate for Thursday 25 October 2018,NA,NA
240,Wednesday 24 October 2018,XAU/GBP,957.38919,XAU GBP rate for Wednesday 24 October 2018,NA,NA
241,Tuesday 23 October 2018,XAU/GBP,948.77186,XAU GBP rate for Tuesday 23 October 2018,NA,NA
242,Monday 22 October 2018,XAU/GBP,942.24674,XAU GBP rate for Monday 22 October 2018,NA,NA
243,Sunday 21 October 2018,XAU/GBP,939.28377,XAU GBP rate for Sunday 21 October 2018,NA,NA
244,Saturday 20 October 2018,XAU/GBP,938.58364,XAU GBP rate for Saturday 20 October 2018,NA,NA
245,Friday 19 October 2018,XAU/GBP,938.58364,XAU GBP rate for Friday 19 October 2018,NA,NA
246,Thursday 18 October 2018,XAU/GBP,941.1907,XAU GBP rate for Thursday 18 October 2018,NA,NA
247,Wednesday 17 October 2018,XAU/GBP,933.37404,XAU GBP rate for Wednesday 17 October 2018,NA,NA
248,Tuesday 16 October 2018,XAU/GBP,929.28427,XAU GBP rate for Tuesday 16 October 2018,NA,NA
249,Monday 15 October 2018,XAU/GBP,933.33283,XAU GBP rate for Monday 15 October 2018,NA,NA
250,Sunday 14 October 2018,XAU/GBP,930.55264,XAU GBP rate for Sunday 14 October 2018,NA,NA
251,Saturday 13 October 2018,XAU/GBP,925.87257,XAU GBP rate for Saturday 13 October 2018,NA,NA
252,Friday 12 October 2018,XAU/GBP,925.87257,XAU GBP rate for Friday 12 October 2018,NA,NA
253,Thursday 11 October 2018,XAU/GBP,924.13017,XAU GBP rate for Thursday 11 October 2018,NA,NA
254,Wednesday 10 October 2018,XAU/GBP,904.19844,XAU GBP rate for Wednesday 10 October 2018,NA,NA
255,Tuesday  9 October 2018,XAU/GBP,904.66953,XAU GBP rate for Tuesday  9 October 2018,NA,NA
256,Monday  8 October 2018,XAU/GBP,907.53995,XAU GBP rate for Monday  8 October 2018,NA,NA
257,Sunday  7 October 2018,XAU/GBP,916.60223,XAU GBP rate for Sunday  7 October 2018,NA,NA
258,Saturday  6 October 2018,XAU/GBP,917.29191,XAU GBP rate for Saturday  6 October 2018,NA,NA
259,Friday  5 October 2018,XAU/GBP,917.29191,XAU GBP rate for Friday  5 October 2018,NA,NA
260,Thursday  4 October 2018,XAU/GBP,921.18215,XAU GBP rate for Thursday  4 October 2018,NA,NA
261,Wednesday  3 October 2018,XAU/GBP,925.64987,XAU GBP rate for Wednesday  3 October 2018,NA,NA
262,Tuesday  2 October 2018,XAU/GBP,928.05642,XAU GBP rate for Tuesday  2 October 2018,NA,NA
263,Monday  1 October 2018,XAU/GBP,911.90169,XAU GBP rate for Monday  1 October 2018,NA,NA
264,Sunday 30 September 2018,XAU/GBP,914.30588,XAU GBP rate for Sunday 30 September 2018,NA,NA
265,Saturday 29 September 2018,XAU/GBP,914.52175,XAU GBP rate for Saturday 29 September 2018,NA,NA
266,Friday 28 September 2018,XAU/GBP,914.52175,XAU GBP rate for Friday 28 September 2018,NA,NA
267,Thursday 27 September 2018,XAU/GBP,905.26847,XAU GBP rate for Thursday 27 September 2018,NA,NA
268,Wednesday 26 September 2018,XAU/GBP,907.43138,XAU GBP rate for Wednesday 26 September 2018,NA,NA
269,Tuesday 25 September 2018,XAU/GBP,912.02571,XAU GBP rate for Tuesday 25 September 2018,NA,NA
270,Monday 24 September 2018,XAU/GBP,914.23376,XAU GBP rate for Monday 24 September 2018,NA,NA
271,Sunday 23 September 2018,XAU/GBP,915.94692,XAU GBP rate for Sunday 23 September 2018,NA,NA
272,Saturday 22 September 2018,XAU/GBP,917.65588,XAU GBP rate for Saturday 22 September 2018,NA,NA
273,Friday 21 September 2018,XAU/GBP,917.65588,XAU GBP rate for Friday 21 September 2018,NA,NA
274,Thursday 20 September 2018,XAU/GBP,909.40465,XAU GBP rate for Thursday 20 September 2018,NA,NA
275,Wednesday 19 September 2018,XAU/GBP,916.09778,XAU GBP rate for Wednesday 19 September 2018,NA,NA
276,Tuesday 18 September 2018,XAU/GBP,910.99894,XAU GBP rate for Tuesday 18 September 2018,NA,NA
277,Monday 17 September 2018,XAU/GBP,912.05149,XAU GBP rate for Monday 17 September 2018,NA,NA
