"","date","ETHGBP","ETHGBPLOG"
"1230",2018-12-18,80.68,0.0649021502900693
"1231",2018-12-19,79.900002,-0.00971483528249362
"1232",2018-12-20,91.870003,0.139598689134695
"1233",2018-12-21,87.470001,-0.0490786780739585
"1234",2018-12-22,93.410004,0.0657025598424692
"1235",2018-12-23,104.870003,0.115723067746436
"1236",2018-12-24,112.160004,0.0672049424964571
"1237",2018-12-25,104.550003,-0.07026100438057
"1238",2018-12-26,105.790001,0.0117905518823251
"1239",2018-12-27,93.230003,-0.126386415964287
"1240",2018-12-28,111.099998,0.175361088156699
"1241",2018-12-29,109.730003,-0.0124078483012431
"1242",2018-12-30,112.110001,0.021457710742772
"1243",2018-12-31,105.419998,-0.0615281886299845
"1244",2019-01-01,112.650002,0.0663333321770301
"1245",2019-01-02,124.910004,0.103307825368515
"1246",2019-01-03,118.849998,-0.0497313330226055
"1247",2019-01-04,123.019997,0.0344847424156747
"1248",2019-01-05,123.75,0.00591648205485651
"1249",2019-01-06,125.379997,0.0130857004697615
"1250",2019-01-07,119.559998,-0.0475307812308268
"1251",2019-01-08,118.279999,-0.0107636341579722
"1252",2019-01-09,117.709999,-0.00483072260082817
"1253",2019-01-10,100.93,-0.153796756678165
"1254",2019-01-11,99.620003,-0.0130642294911967
"1255",2019-01-12,99.389999,-0.00231148284103178
"1256",2019-01-13,91.550003,-0.0821661910290423
"1257",2019-01-14,101.860001,0.106714027384357
"1258",2019-01-15,95.050003,-0.0691962307770817
"1259",2019-01-16,95.839996,0.00827699213413791
"1260",2019-01-17,95.870003,0.000313045750368168
"1261",2019-01-18,93.589996,-0.0240696409517245
"1262",2019-01-19,96.769997,0.0334135004619522
"1263",2019-01-20,92.379997,-0.0464265253636098
"1264",2019-01-21,90.610001,-0.0193458792576191
"1265",2019-01-22,91.559998,0.0104298799704878
"1266",2019-01-23,90.029999,-0.0168515362277892
"1267",2019-01-24,89.160004,-0.00971038363214216
"1268",2019-01-25,88.029999,-0.0127548992677839
"1269",2019-01-26,88.669998,0.00724393672332191
"1270",2019-01-27,85.669998,-0.0344189082058151
"1271",2019-01-28,80.959999,-0.0565474894431812
"1272",2019-01-29,80.529999,-0.00532541979765533
"1273",2019-01-30,83.220001,0.0328579421814164
"1274",2019-01-31,81.389999,-0.0222353125187089
"1275",2019-02-01,82.260002,0.0106325840630026
"1276",2019-02-02,85.150002,0.0345294434812287
"1277",2019-02-03,82.220001,-0.0350158369644369
"1278",2019-02-04,82.040001,-0.00219164823886686
"1279",2019-02-05,82.459999,0.00510636975830625
"1280",2019-02-06,80.93,-0.0187287316440514
"1281",2019-02-07,80.330002,-0.00744140842459107
"1282",2019-02-08,92.330002,0.139225962362948
"1283",2019-02-09,92.889999,0.00604684918804033
"1284",2019-02-10,97.120003,0.0445313715668005
"1285",2019-02-11,93.779999,-0.0349957552026225
"1286",2019-02-12,94.029999,0.00266226665589553
"1287",2019-02-13,94.309998,0.00297333769505226
"1288",2019-02-14,94.230003,-0.000848573293475319
"1289",2019-02-15,94.760002,0.00560876634087748
"1290",2019-02-16,95.989998,0.0128965981434055
"1291",2019-02-17,104.860001,0.08838213814097
"1292",2019-02-18,113.459999,0.0788242064038309
"1293",2019-02-19,110.910004,-0.0227312454028148
"1294",2019-02-20,114.779999,0.0342981462859697
"1295",2019-02-21,112.32,-0.0216653036903969
"1296",2019-02-22,113.940002,0.0143200713278473
"1297",2019-02-23,122.5,0.0724390183794341
"1298",2019-02-24,102.610001,-0.177175626365026
"1299",2019-02-25,106.580002,0.0379604920141263
"1300",2019-02-26,103.379997,-0.0304844048851427
"1301",2019-02-27,102.260002,-0.0108928815388971
"1302",2019-02-28,102.519997,0.00253926302344443
"1303",2019-03-01,103.160004,0.00622334755457477
"1304",2019-03-02,101.830002,-0.0129764439637103
"1305",2019-03-03,99.18,-0.0263683947631641
"1306",2019-03-04,95.68,-0.0359270908586655
"1307",2019-03-05,105.07,0.0936175044983614
"1308",2019-03-06,105.389999,0.00304095075659561
"1309",2019-03-07,104.550003,-0.00800229088823201
"1310",2019-03-08,103.260002,-0.0124153557489599
"1311",2019-03-09,106.199997,0.0280739817391638
"1312",2019-03-10,104.779999,-0.0134611761229833
"1313",2019-03-11,100.57,-0.0410089019798789
"1314",2019-03-12,101.639999,0.0105831461569288
"1315",2019-03-13,99.459999,-0.0216816053810183
"1316",2019-03-14,99.489998,0.000301573266446198
"1317",2019-03-15,103.129997,0.0359331827397336
"1318",2019-03-16,106.209999,0.0294279576796601
"1319",2019-03-17,104.25,-0.0186263962392283
"1320",2019-03-18,104.349998,0.000958753678031776
"1321",2019-03-19,104.739998,0.00373045539949768
"1322",2019-03-20,105.580002,0.00798790858201137
"1323",2019-03-21,103.260002,-0.0222188795183644
"1324",2019-03-22,103.449997,0.00183827637194778
"1325",2019-03-23,103.919998,0.00453297792473517
"1326",2019-03-24,103.029999,-0.0086011548657039
"1327",2019-03-25,101.540001,-0.0145673788834824
"1328",2019-03-26,101.010002,-0.00523327772647164
"1329",2019-03-27,106.25,0.0505752661634142
"1330",2019-03-28,105.559998,-0.00651531511597359
"1331",2019-03-29,110.489998,0.0456455083353449
"1332",2019-03-30,109.199997,-0.0117439651856213
"1333",2019-03-31,108.669998,-0.00486528716785983
"1335",2019-04-01,125.699997,0.145582343059436
"1336",2019-04-02,122.519997,-0.0256238342510766
"1337",2019-04-03,120.410004,-0.0173716383548168
"1338",2019-04-04,126.830002,0.0519450037245184
"1339",2019-04-05,127.989998,0.00910449739300212
"1340",2019-04-06,134.25,0.0477516131474944
"1341",2019-04-07,138.470001,0.0309499694994289
"1342",2019-04-08,135.039993,-0.02508272387725
"1343",2019-04-09,135.429993,0.00288387096890741
"1344",2019-04-10,126.889999,-0.0651342884520787
"1345",2019-04-11,126.599998,-0.00228806761569444
"1346",2019-04-12,126.099998,-0.00395726680184172
"1347",2019-04-13,128.990005,0.0226596936292935
"1348",2019-04-14,122.830002,-0.0489336189060694
"1349",2019-04-15,127.290001,0.0356666539047499
"1350",2019-04-16,127.900002,0.00478076848359343
"1351",2019-04-17,133.839996,0.0453963025701238
"1352",2019-04-18,134.330002,0.00365444717149188
"1353",2019-04-19,133.979996,-0.00260896873871008
"1354",2019-04-20,131.089996,-0.021806425528589
"1355",2019-04-21,132.479996,0.0105475807473825
"1356",2019-04-22,132.229996,-0.00188886012530265
"1357",2019-04-23,128.320007,-0.030015601649084
"1358",2019-04-24,118.489998,-0.0796986467197387
"1359",2019-04-25,119.220001,0.00614198223004792
"1360",2019-04-26,122.209999,0.0247703340876377
"1361",2019-04-27,119.970001,-0.0184991484050183
"1362",2019-04-28,118.110001,-0.0156253177718151
"1363",2019-04-29,124.849998,0.05549659861612
"1364",2019-04-30,121.669998,-0.0258005553451071
"1365",2019-05-01,122.459999,0.00647199252242459
"1366",2019-05-02,124.989998,0.0204492802169733
"1367",2019-05-03,123.849998,-0.0091625783140481
"1368",2019-05-04,123,-0.00688678441438473
"1369",2019-05-05,132.729996,0.0761326041293264
"1370",2019-05-06,128.410004,-0.0330886585083396
"1371",2019-05-07,131.300003,0.0222565031637849
"1372",2019-05-08,130.639999,-0.00503936314960285
"1373",2019-05-09,133.449997,0.021281412362617
"1374",2019-05-10,148.520004,0.106992802871075
"1375",2019-05-11,144.710007,-0.0259878681187713
"1376",2019-05-12,151.039993,0.0428128679293431
"1377",2019-05-13,168.839996,0.111406841171379
"1378",2019-05-14,194.330002,0.140606257945154
"1379",2019-05-15,207.550003,0.0658145337850122
"1380",2019-05-16,193.169998,-0.0718016690887691
"1381",2019-05-17,185.699997,-0.0394381676610553
"1382",2019-05-18,205.449997,0.101070228523755
"1383",2019-05-19,199.080002,-0.0314959166907602
"1384",2019-05-20,201.339996,0.0112882373978191
"1385",2019-05-21,192.990005,-0.0423566014352881
"1386",2019-05-22,194.410004,0.00733095160852493
"1387",2019-05-23,196,0.008145307622895
"1388",2019-05-24,197.570007,0.00797832812527677
"1389",2019-05-25,209.330002,0.0578189763049277
"1390",2019-05-26,214.899994,0.0262608120677799
"1391",2019-05-27,214.190002,-0.00330929480794584
"1392",2019-05-28,214.020004,-0.000793993631858392
"1393",2019-05-29,202.710007,-0.0542930665244148
"1394",2019-05-30,213.529999,0.0520009125723577
"1395",2019-05-31,211.690002,-0.00865438351937353
