"","date","GBPEUR","GBPUSD","GBPJPY","GBPEURLOG","GBPUSDLOG","GBPJPYLOG"
"1","2012-01-02",1.1974,1.551205,119.519997,NA,NA,NA
"2","2012-01-03",1.1991,1.552,119.370003,0.00141873589413588,0.000512373508931907,-0.00125575804521638
"3","2012-01-04",1.1982,1.564407,120.010002,-0.000750844735563083,0.00796241668712055,0.00534715106973849
"4","2012-01-05",1.2067,1.560939,119.703003,0.0070689304297307,-0.00221927519281234,-0.00256138934009353
"5","2012-01-06",1.2113,1.550171,119.57,0.00380480194320135,-0.00692231582862324,-0.00111172603704546
"6","2012-01-09",1.2157,1.541949,118.571999,0.00362587953899174,-0.00531804676248981,-0.00838161136435644
"7","2012-01-10",1.2097,1.545906,118.790001,-0.00494764759594574,0.00256294558262954,0.00183687415253342
"8","2012-01-11",1.213,1.547461,118.889999,0.00272423497824767,0.00100537707357751,0.000841450739651251
"9","2012-01-12",1.205,1.533601,117.870003,-0.00661706301929477,-0.00899695851083293,-0.00861633976906973
"10","2012-01-13",1.1963,1.534213,117.779999,-0.007246106747897,0.000398981169079049,-0.000763878664228557
"11","2012-01-16",1.2096,1.530011,117.650002,0.0110562662484101,-0.00274262105769224,-0.00110433685307232
"12","2012-01-17",1.2093,1.532497,117.68,-0.000248046634038712,0.00162350631968583,0.000254944120236189
"13","2012-01-18",1.2032,1.53386,117.814003,-0.00505700559565442,0.000889002871986455,0.00113805882745233
"14","2012-01-19",1.1989,1.542996,118.457001,-0.00358020448196741,0.00593854691244833,0.00544289884516225
"15","2012-01-20",1.1944,1.548827,119.328003,-0.00376050248862744,0.00377188921436106,0.00732599517140109
"16","2012-01-23",1.2058,1.554557,119.610001,0.00949927983032461,0.00369274734378433,0.00236042928468017
"17","2012-01-24",1.1959,1.557899,119.896004,-0.00824420708054344,0.00214750106306738,0.00238827528306373
"18","2012-01-25",1.1984,1.562695,121.347,0.00208829378819322,0.00307377619523086,0.0120294762832147
"19","2012-01-26",1.1943,1.566097,121.757004,-0.00342709408857383,0.00217464206038037,0.00337307804062625
"20","2012-01-27",1.1972,1.568209,121.436996,0.00242525730416276,0.00134766696018329,-0.00263171118280425
"21","2012-01-30",1.1901,1.572401,120.629997,-0.00594815979014979,0.00266954667374586,-0.00666759213812185
"22","2012-01-31",1.1951,1.570845,119.910004,0.00419252668444123,-0.000990059401714927,-0.00598648995816298
"23","2012-02-01",1.205,1.576044,120.18,0.0082497030519201,0.00330421869354935,0.00224912415608802
"24","2012-02-02",1.2028,1.584284,120.714996,-0.00182739481038136,0.0052146604227794,0.00444174340243642
"25","2012-02-03",1.2026,1.580278,120.349998,-0.000166292508905874,-0.00253178932178105,-0.00302821469733416
"26","2012-02-06",1.2036,1.580303,120.939003,0.000831186150421964,1.58198761559536e-05,0.00488216344296788
"27","2012-02-07",1.2051,1.581278,121.050003,0.00124548527745608,0.00061678004195298,0.000917397113362917
"28","2012-02-08",1.1993,1.58932,121.988998,-0.00482449779567085,0.00507287095120534,0.00772715217168241
"29","2012-02-09",1.1933,1.581278,121.839996,-0.00501547486206536,-0.00507287095120534,-0.00122218458193224
"30","2012-02-10",1.1906,1.581278,122.723999,-0.00226519665632022,0,0.00722924770654565
"31","2012-02-13",1.1919,1.578208,122.589996,0.00109129076937309,-0.00194335468882406,-0.00109250198569733
"32","2012-02-14",1.1951,1.572574,121.849998,0.00268119138417242,-0.00357625884921836,-0.00605465782022119
"33","2012-02-15",1.1948,1.56912,122.984001,-0.000251056530880533,-0.00219881464688299,0.00926351008384518
"34","2012-02-16",1.2011,1.568874,123.115997,0.00525899621848985,-0.000156788063013447,0.00107270226517553
"35","2012-02-17",1.2037,1.580778,124.571999,0.00216234282524447,0.0075589663117156,0.0117568779650092
"36","2012-02-20",1.1995,1.586924,126.582001,-0.00349534310593985,0.00388042038804837,0.0160064734351364
"37","2012-02-21",1.1982,1.582829,125.959999,-0.00108437262992478,-0.00258379897625494,-0.00492593911296257
"38","2012-02-22",1.1918,1.579031,126.040001,-0.00535566133694598,-0.0024023845626715,0.000634936529267272
"39","2012-02-23",1.1821,1.567202,125.720001,-0.0081722515565473,-0.00751950395101086,-0.00254210493951224
"40","2012-02-24",1.1769,1.574555,125.830002,-0.00440865487271458,0.00468082886451432,0.000874585614786483
"41","2012-02-27",1.1791,1.588688,129.429993,0.00186757269901106,0.00893582569661083,0.02820833487272
"42","2012-02-28",1.1805,1.58328,127.376999,0.00118664194294002,-0.00340987376922347,-0.0159889551338468
"43","2012-02-29",1.181,1.592205,128.130005,0.000423459671794635,0.00562120337582839,0.00589422730714073
"44","2012-03-01",1.1947,1.592357,129.388,0.0115335706258158,9.54605375027007e-05,0.0097702295189821
"45","2012-03-02",1.1977,1.595914,129.429993,0.00250794313028291,0.00223130435008517,0.000324498307723964
"46","2012-03-05",1.2006,1.583306,129.209,0.00241838086428156,-0.00793154679246888,-0.00170889200593738
"47","2012-03-06",1.2002,1.587554,129.403,-0.000333222262330235,0.0026794008826832,0.00150031735874823
"48","2012-03-07",1.198,1.572327,126.790001,-0.0018347098800178,-0.00963777931220416,-0.0203993832969545
"49","2012-03-08",1.1969,1.573564,127.917999,-0.000918618796069776,0.000786422710610746,0.00885724338731997
"50","2012-03-09",1.192,1.582529,129.089996,-0.00410231225402982,0.00568108995009947,0.00912037871824989
"51","2012-03-12",1.1938,1.5673,129.024994,0.00150892810925446,-0.00966980662483941,-0.000503667000309349
"52","2012-03-13",1.1884,1.565435,128.869995,-0.00453363214609698,-0.00119065303661314,-0.00120203203066449
"53","2012-03-14",1.2004,1.570598,130.259995,0.0100469699777595,0.00329269791785308,0.0107283092319763
"54","2012-03-15",1.2018,1.565435,131.199997,0.0011655983336156,-0.00329269791785308,0.00719043891064874
"55","2012-03-16",1.2005,1.570352,131.091003,-0.00108229623851974,0.00313605741067979,-0.000831092231709185
"56","2012-03-19",1.2015,1.583707,132.130005,0.000832639515215783,0.00846850348286882,0.00789456285521872
"57","2012-03-20",1.2007,1.588815,132.440002,-0.000666056139851212,0.00322015381699686,0.00234340351257867
"58","2012-03-21",1.198,1.586294,132.682999,-0.00225122036127778,-0.00158797731338434,0.00183308929913295
